n,radius,center,randomCenter,centerShift,endpoints,EPZs,EPZsFreq,distance,preprocessingTime,normalProcessingTime
0,400,"[33.64025067958688, -117.83443429448087]","[33.64174323548698, -117.83283898079375]",222.05890707779386,"[[33.64401, -117.82937], [33.64122, -117.83721], [33.63876, -117.83005], [33.63897, -117.82975], [33.63906, -117.82988], [33.6389, -117.82961], [33.63881, -117.82997], [33.63881, -117.82948], [33.64535, -117.83525], [33.64119, -117.8373], [33.64408, -117.82939], [33.64134, -117.83744], [33.63907, -117.82984], [33.63897, -117.82973], [33.64407, -117.82935], [33.6412, -117.8373], [33.63859, -117.82959], [33.6387, -117.82926], [33.644, -117.8294], [33.64239, -117.83724], [33.63883, -117.83002], [33.63824, -117.83155], [33.64423, -117.82934], [33.64191, -117.83734], [33.64418, -117.82937], [33.64133, -117.83739], [33.63881, -117.83006], [33.6389, -117.82961], [33.64516, -117.83523], [33.6424, -117.83713], [33.64401, -117.82934], [33.64189, -117.83733], [33.63885, -117.83004], [33.63905, -117.82997], [33.64419, -117.82934], [33.64215, -117.83733], [33.6442, -117.82936], [33.64187, -117.83745], [33.64421, -117.82936], [33.64243, -117.8372], [33.6388, -117.83004], [33.63886, -117.83023], [33.63887, -117.82952], [33.63885, -117.82953], [33.64497, -117.8353], [33.6285, -117.8061], [33.64419, -117.82934], [33.64213, -117.83735], [33.63873, -117.82929], [33.63887, -117.82958], [33.63827, -117.83413], [33.63806, -117.83433], [33.64392, -117.82937], [33.64131, -117.83744], [33.63881, -117.8301], [33.64136, -117.83739], [33.64418, -117.82937], [33.64209, -117.83733], [33.64416, -117.82933], [33.64121, -117.83733], [33.64412, -117.82936], [33.64202, -117.83731], [33.64421, -117.82934], [33.64203, -117.83735], [33.63719, -117.83511], [33.56461, -117.8299], [33.64406, -117.82936], [33.64121, -117.83724], [33.64412, -117.82935], [33.64121, -117.8372], [33.63906, -117.82992], [33.63899, -117.8298], [33.63874, -117.82993], [33.63809, -117.83436], [33.64408, -117.82936], [33.64121, -117.83727], [33.644, -117.82938], [33.64219, -117.83736], [33.64524, -117.83522], [33.63933, -117.83616], [33.64414, -117.82936], [33.64119, -117.83732], [33.63883, -117.83005], [33.63893, -117.82967], [33.63877, -117.83003], [33.63884, -117.82953], [33.64419, -117.82937], [33.64128, -117.83743], [33.64393, -117.82935], [33.64123, -117.83733], [33.64416, -117.82932], [33.64168, -117.83741], [33.62832, -117.80591], [33.64247, -117.8371], [33.63887, -117.83012], [33.63895, -117.82969], [33.64404, -117.82945], [33.64122, -117.83728], [33.64422, -117.82938], [33.64192, -117.83734], [33.64494, -117.83526], [33.64237, -117.83715], [33.63808, -117.83428], [33.63798, -117.83438]]","[[33.64542133122184, -117.83957795844668], [33.641412876825996, -117.81899926020807], [33.641430707674125, -117.81676463503995]]","[6, 6, 6]","[746.5018126334795, 1284.4473637416236, 1491.6356826569727]",0.7823917865753174,290.36710691452026
1,400,"[33.64025067958688, -117.83443429448087]","[33.64053167967742, -117.83145594190829]",278.0607848856739,"[[33.64423, -117.82934], [33.64191, -117.83734], [33.63757, -117.8284], [33.63738, -117.83504], [33.644, -117.82938], [33.64219, -117.83736], [33.63786, -117.82825], [33.63774, -117.82823], [33.64407, -117.82935], [33.6412, -117.8373], [33.63775, -117.82858], [33.63793, -117.82835], [33.63767, -117.82852], [33.63785, -117.82829], [33.63792, -117.8283], [33.63788, -117.82831], [33.63769, -117.82854], [33.63786, -117.82831], [33.63789, -117.8283], [33.6378, -117.82827], [33.63755, -117.82848], [33.63797, -117.82839], [33.63747, -117.83489], [33.63735, -117.83506], [33.64251, -117.83645], [33.64252, -117.83645], [33.62832, -117.80591], [33.64247, -117.8371], [33.64419, -117.82934], [33.64215, -117.83733], [33.64428, -117.82935], [33.6414, -117.83737], [33.64419, -117.82934], [33.64213, -117.83735], [33.63746, -117.82844], [33.63794, -117.82838], [33.64387, -117.82943], [33.64183, -117.83746], [33.63773, -117.82863], [33.63777, -117.82825], [33.64417, -117.82936], [33.64116, -117.837], [33.64395, -117.82945], [33.64244, -117.83631], [33.64414, -117.82937], [33.64135, -117.83635], [33.63775, -117.82861], [33.6378, -117.82826], [33.63758, -117.8285], [33.63796, -117.82838], [33.64385, -117.8294], [33.6413, -117.83741], [33.63763, -117.82845], [33.63789, -117.82833], [33.63773, -117.82856], [33.6379, -117.82835], [33.64406, -117.82935], [33.64176, -117.83748], [33.64414, -117.82936], [33.64119, -117.83732], [33.63719, -117.8283], [33.64136, -117.83739], [33.63779, -117.82864], [33.63777, -117.82865], [33.6442, -117.82936], [33.64187, -117.83745], [33.63779, -117.82857], [33.63741, -117.83501], [33.64392, -117.82937], [33.64131, -117.83744], [33.64383, -117.82944], [33.64254, -117.83645], [33.64418, -117.82934], [33.63958, -117.8377], [33.63777, -117.82865], [33.63788, -117.82832], [33.64535, -117.83525], [33.64119, -117.8373], [33.6378, -117.82861], [33.6378, -117.8283], [33.64388, -117.8294], [33.64209, -117.83724], [33.64516, -117.83523], [33.6424, -117.83713], [33.64421, -117.82934], [33.64175, -117.83746], [33.64387, -117.82938], [33.64123, -117.83614], [33.63794, -117.82832], [33.63797, -117.82842], [33.64412, -117.82936], [33.64202, -117.83731], [33.64421, -117.82934], [33.64203, -117.83735], [33.63767, -117.8286], [33.63784, -117.8283], [33.63768, -117.82857], [33.63794, -117.82836], [33.64497, -117.8353], [33.6285, -117.8061], [33.64376, -117.82904], [33.6378, -117.82823], [33.63738, -117.82832], [33.6379, -117.82838], [33.64416, -117.82934], [33.64376, -117.8294], [33.67733, -117.85939], [33.64114, -117.83685], [33.64412, -117.82935], [33.64121, -117.8372], [33.64264, -117.83622], [33.64244, -117.83633]]","[[33.64105529689852, -117.82618797907709], [33.64009599723572, -117.8319349349317], [33.64481408582092, -117.827290820633]]","[6, 4, 4]","[492.15732660057546, 65.64978415885005, 612.3037175892304]",0.6100254058837891,321.2720613479614
2,400,"[33.64025067958688, -117.83443429448087]","[33.641082553537395, -117.83207554870648]",237.48260976184324,"[[33.63789, -117.8283], [33.6378, -117.82827], [33.64429, -117.82935], [33.64124, -117.83641], [33.64419, -117.82934], [33.64213, -117.83735], [33.63829, -117.82912], [33.6383, -117.82869], [33.63758, -117.8285], [33.63796, -117.82838], [33.64419, -117.82934], [33.64215, -117.83733], [33.64416, -117.82932], [33.64168, -117.83741], [33.64414, -117.82937], [33.6413, -117.83677], [33.64421, -117.82936], [33.64243, -117.8372], [33.63794, -117.82832], [33.63797, -117.82842], [33.64407, -117.82935], [33.6412, -117.8373], [33.6442, -117.82936], [33.64187, -117.83745], [33.63738, -117.82832], [33.6379, -117.82838], [33.64415, -117.82934], [33.64128, -117.83658], [33.64404, -117.82945], [33.64122, -117.83728], [33.63773, -117.82863], [33.63777, -117.82825], [33.64421, -117.82937], [33.64183, -117.83746], [33.63841, -117.8288], [33.63854, -117.82896], [33.63747, -117.83489], [33.63735, -117.83506], [33.63767, -117.82852], [33.63785, -117.82829], [33.63828, -117.82913], [33.63854, -117.82901], [33.64396, -117.82938], [33.64134, -117.83752], [33.64524, -117.83522], [33.63933, -117.83616], [33.63833, -117.82919], [33.63847, -117.82892], [33.64494, -117.83526], [33.64237, -117.83715], [33.63831, -117.82911], [33.63844, -117.82888], [33.64417, -117.82936], [33.64116, -117.837], [33.63719, -117.8283], [33.64136, -117.83739], [33.63843, -117.82879], [33.63855, -117.829], [33.64418, -117.82937], [33.64248, -117.83638], [33.64415, -117.82935], [33.6413, -117.8366], [33.644, -117.82938], [33.64219, -117.83736], [33.64416, -117.82934], [33.6439, -117.82936], [33.64421, -117.82934], [33.64175, -117.83746], [33.63835, -117.82875], [33.63849, -117.82894], [33.63843, -117.82882], [33.63853, -117.829], [33.64423, -117.82934], [33.64191, -117.83734], [33.63767, -117.8286], [33.63784, -117.8283], [33.64418, -117.82934], [33.63958, -117.8377], [33.64411, -117.82935], [33.64186, -117.83744]]","[[33.64266613798004, -117.81434103669324], [33.64293677005987, -117.81215133660167], [33.64239298858173, -117.81655077249755]]","[25, 25, 9]","[1654.5919125049732, 1859.7861212984615, 1447.5618367187967]",0.20003676414489746,196.38795638084412
3,400,"[33.64025067958688, -117.83443429448087]","[33.63947402069893, -117.83579024001772]",152.4634909844679,"[[33.64407, -117.82935], [33.6427, -117.839], [33.64383, -117.82944], [33.64265, -117.83871], [33.644, -117.82938], [33.64264, -117.83877], [33.64497, -117.8353], [33.6285, -117.8061], [33.63746, -117.82844], [33.63794, -117.82838], [33.6393, -117.83094], [33.63955, -117.83097], [33.64318, -117.83588], [33.64316, -117.8359], [33.63779, -117.82857], [33.63663, -117.83306], [33.64428, -117.82935], [33.64256, -117.83826], [33.64494, -117.83526], [33.64252, -117.83828], [33.64408, -117.82939], [33.64267, -117.83884], [33.63789, -117.8283], [33.6378, -117.82827], [33.63769, -117.82854], [33.63786, -117.82831], [33.64423, -117.82934], [33.64259, -117.83845], [33.63835, -117.82875], [33.63849, -117.82894], [33.64414, -117.82937], [33.6427, -117.83839], [33.63874, -117.82993], [33.63703, -117.83228], [33.64376, -117.82904], [33.6378, -117.82823], [33.63828, -117.82913], [33.63854, -117.82901], [33.64395, -117.82945], [33.64262, -117.83827], [33.64421, -117.82934], [33.64268, -117.83883], [33.64418, -117.82937], [33.64272, -117.83903], [33.63964, -117.83115], [33.63958, -117.83112], [33.63843, -117.82882], [33.63853, -117.829], [33.63936, -117.83103], [33.63951, -117.83099], [33.63967, -117.83109], [33.64258, -117.83838], [33.63831, -117.82911], [33.63844, -117.82888], [33.64404, -117.82945], [33.64255, -117.83832], [33.63758, -117.8285], [33.63796, -117.82838], [33.644, -117.8294], [33.64269, -117.83898], [33.63589, -117.83507], [33.6359, -117.83639], [33.63777, -117.82865], [33.63788, -117.82832], [33.63954, -117.83097], [33.64265, -117.83878], [33.64388, -117.8294], [33.64261, -117.83793], [33.63945, -117.83074], [33.64259, -117.83859], [33.63969, -117.83141], [33.64266, -117.83868], [33.6394, -117.83056], [33.63972, -117.83148], [33.63757, -117.8284], [33.63591, -117.83823], [33.63719, -117.8283], [33.64252, -117.83832], [33.63922, -117.83078], [33.64264, -117.83869], [33.67733, -117.85939], [33.64269, -117.83907], [33.64317, -117.83586], [33.63831, -117.83151], [33.64524, -117.83522], [33.6382, -117.83165], [33.6442, -117.82936], [33.64265, -117.83875], [33.64416, -117.82932], [33.64268, -117.83897], [33.64416, -117.82933], [33.64287, -117.83902]]","[[33.63926512254588, -117.82689248164279], [33.6391852985161, -117.84003446866399], [33.640410726375656, -117.8252169476788]]","[6, 5, 4]","[825.8000585182497, 395.05164225059394, 986.4001795495941]",0.4058074951171875,263.0328252315521
4,400,"[33.64025067958688, -117.83443429448087]","[33.64327113381036, -117.83424382998099]",335.4821384447098,"[[33.63719, -117.83511], [33.56461, -117.8299], [33.63841, -117.8288], [33.63854, -117.82896], [33.64417, -117.82936], [33.64267, -117.83881], [33.64718, -117.83516], [33.63831, -117.83151], [33.63831, -117.82911], [33.63844, -117.82888], [33.64407, -117.82935], [33.6427, -117.839], [33.64416, -117.82933], [33.64287, -117.83902], [33.64418, -117.82934], [33.63958, -117.8377], [33.64419, -117.82934], [33.64268, -117.83903], [33.63835, -117.82875], [33.63849, -117.82894], [33.64736, -117.83516], [33.64747, -117.83542], [33.64422, -117.82938], [33.64261, -117.83853], [33.63954, -117.83162], [33.63962, -117.83126], [33.67638, -117.86301], [33.64259, -117.83851], [33.63953, -117.83299], [33.64264, -117.83849], [33.63829, -117.82912], [33.6383, -117.82869], [33.64727, -117.83514], [33.64266, -117.83887], [33.63773, -117.82856], [33.6379, -117.82835], [33.64419, -117.82934], [33.64262, -117.83861], [33.64408, -117.82939], [33.64267, -117.83884], [33.64416, -117.82932], [33.64268, -117.83897], [33.63719, -117.8283], [33.64267, -117.8389], [33.63969, -117.83327], [33.6391, -117.83349], [33.63954, -117.83097], [33.64265, -117.83878], [33.63775, -117.82858], [33.63793, -117.82835], [33.64418, -117.82937], [33.64272, -117.83903], [33.63738, -117.82832], [33.6379, -117.82838], [33.63881, -117.82997], [33.63881, -117.82948], [33.64688, -117.83517], [33.64278, -117.83897], [33.63955, -117.83306], [33.63948, -117.83287], [33.63956, -117.83096], [33.64268, -117.83885], [33.63757, -117.8284], [33.63591, -117.83823], [33.64412, -117.82936], [33.64262, -117.83853], [33.64396, -117.82938], [33.6426, -117.83858], [33.63755, -117.82848], [33.63797, -117.82839], [33.63779, -117.82864], [33.63777, -117.82865], [33.63589, -117.83507], [33.6359, -117.83639], [33.63945, -117.8327], [33.64263, -117.83859]]","[[33.64212773731142, -117.81882555146979], [33.64088980095668, -117.83922808907296], [33.64286208885466, -117.81214281457815]]","[12, 11, 9]","[1435.9616784780874, 532.5127368337015, 2050.799748361226]",0.16618943214416504,174.7573595046997
5,400,"[33.64025067958688, -117.83443429448087]","[33.64136925813056, -117.83624729165099]",209.00354113157692,"[[33.64383, -117.82944], [33.64321, -117.84024], [33.63833, -117.82919], [33.63847, -117.82892], [33.64718, -117.83516], [33.63831, -117.83151], [33.63831, -117.82911], [33.63844, -117.82888], [33.63938, -117.8311], [33.63977, -117.83155], [33.63758, -117.8285], [33.63796, -117.82838], [33.63945, -117.83074], [33.64305, -117.84022], [33.64412, -117.82935], [33.64311, -117.8401], [33.64535, -117.83519], [33.64277, -117.84034], [33.63779, -117.82864], [33.63777, -117.82865], [33.63843, -117.82879], [33.63855, -117.829], [33.63767, -117.8286], [33.63784, -117.8283], [33.64385, -117.8294], [33.6431, -117.84012], [33.64415, -117.82934], [33.64333, -117.84021], [33.64408, -117.82939], [33.64309, -117.84011], [33.64401, -117.82934], [33.64305, -117.84011], [33.63769, -117.82854], [33.63786, -117.82831], [33.64421, -117.82934], [33.64341, -117.84045], [33.64408, -117.82936], [33.64336, -117.8404], [33.64419, -117.82934], [33.64308, -117.84006], [33.63789, -117.8283], [33.6378, -117.82827], [33.63994, -117.83227], [33.64306, -117.84012], [33.63763, -117.82845], [33.63789, -117.82833], [33.64418, -117.82937], [33.64327, -117.84028], [33.64411, -117.82935], [33.64331, -117.8403], [33.6394, -117.83056], [33.63972, -117.83148], [33.63881, -117.82997], [33.63881, -117.82948], [33.64414, -117.82937], [33.64318, -117.84011]]","[[33.64294754958826, -117.81215891151996], [33.641353701550244, -117.82628817561624], [33.64264818571865, -117.81433688037565]]","[18, 4, 4]","[2241.534137313258, 923.9209967262565, 2037.5842686814622]",0.18413305282592773,74.16792011260986
6,400,"[33.64025067958688, -117.83443429448087]","[33.64068961369839, -117.83245194848566]",190.24150455948964,"[[33.63848, -117.82882], [33.6385, -117.8289], [33.64421, -117.82936], [33.64243, -117.8372], [33.64418, -117.82937], [33.64209, -117.83733], [33.63775, -117.82861], [33.6378, -117.82826], [33.64401, -117.82937], [33.64122, -117.83721], [33.64419, -117.82934], [33.64268, -117.83903], [33.64412, -117.82936], [33.64262, -117.83853], [33.64421, -117.82937], [33.64183, -117.83746], [33.64339, -117.82949], [33.64258, -117.83838], [33.6442, -117.82936], [33.64265, -117.83875], [33.63758, -117.8285], [33.63796, -117.82838], [33.67733, -117.85939], [33.64269, -117.83907], [33.63773, -117.82863], [33.63777, -117.82825], [33.64727, -117.83514], [33.64266, -117.83887], [33.64404, -117.82945], [33.64255, -117.83832], [33.64416, -117.82932], [33.64268, -117.83897], [33.63828, -117.82913], [33.63824, -117.82865], [33.64351, -117.82944], [33.64264, -117.83849], [33.64335, -117.82948], [33.64268, -117.83885], [33.64392, -117.82937], [33.64131, -117.83744], [33.63822, -117.82909], [33.63847, -117.82889], [33.64351, -117.82941], [33.64265, -117.83878], [33.64355, -117.82943], [33.64266, -117.83868], [33.64396, -117.82938], [33.6426, -117.83858], [33.63846, -117.82882], [33.63851, -117.82895], [33.63794, -117.82832], [33.63797, -117.82842], [33.64535, -117.83519], [33.64277, -117.84034], [33.64385, -117.8294], [33.6431, -117.84012], [33.64324, -117.82928], [33.64374, -117.82904], [33.64407, -117.82935], [33.6427, -117.839], [33.64418, -117.82937], [33.64327, -117.84028]]","[[33.65132317076288, -117.8280062540812], [33.65295156631023, -117.82676950739146], [33.654542001681456, -117.82556153664235]]","[4, 4, 4]","[1249.4564640231342, 1458.6287661083836, 1664.104287041898]",0.1873011589050293,128.88982892036438
7,400,"[33.64025067958688, -117.83443429448087]","[33.64160617943221, -117.83524436935656]",168.08300889182473,"[[33.63975, -117.83154], [33.64306, -117.84012], [33.63755, -117.82848], [33.63797, -117.82839], [33.63757, -117.8284], [33.63591, -117.83823], [33.63763, -117.82845], [33.63789, -117.82833], [33.64408, -117.82939], [33.64309, -117.84011], [33.64355, -117.82943], [33.6429, -117.83943], [33.63773, -117.82856], [33.6379, -117.82835], [33.63843, -117.82879], [33.63855, -117.829], [33.64416, -117.82934], [33.6439, -117.82936], [33.63792, -117.8283], [33.63788, -117.82831], [33.63779, -117.82864], [33.63777, -117.82865], [33.63938, -117.8311], [33.63963, -117.8311], [33.63873, -117.82929], [33.63887, -117.82958], [33.63719, -117.83511], [33.56461, -117.8299], [33.64421, -117.82936], [33.64294, -117.83933], [33.63775, -117.82861], [33.6378, -117.82826], [33.63841, -117.8288], [33.63854, -117.82896], [33.644, -117.8294], [33.64289, -117.83928], [33.64351, -117.82944], [33.64291, -117.83937], [33.6394, -117.83116], [33.63975, -117.8315], [33.63915, -117.83065], [33.63957, -117.83103], [33.64376, -117.82904], [33.6378, -117.82823], [33.64718, -117.83516], [33.63831, -117.83151], [33.64408, -117.82936], [33.64336, -117.8404], [33.64421, -117.82934], [33.64293, -117.83932], [33.64736, -117.83516], [33.64747, -117.83542], [33.64404, -117.82945], [33.64293, -117.8394], [33.64416, -117.82932], [33.64291, -117.83947], [33.64419, -117.82937], [33.64284, -117.83944], [33.64428, -117.82935], [33.6429, -117.83929], [33.64422, -117.82938], [33.64289, -117.83956], [33.64535, -117.83519], [33.64277, -117.84034], [33.64418, -117.82937], [33.64296, -117.83928], [33.644, -117.82938], [33.64291, -117.83927], [33.63933, -117.83098], [33.63974, -117.83152], [33.63848, -117.82882], [33.6385, -117.8289], [33.64219, -117.83022], [33.64294, -117.83939], [33.64406, -117.82935], [33.64291, -117.83946], [33.63773, -117.82863], [33.63777, -117.82825], [33.63767, -117.8286], [33.63784, -117.8283], [33.63589, -117.83507], [33.6359, -117.83639], [33.64392, -117.82937], [33.64294, -117.83944], [33.6378, -117.82861], [33.6378, -117.8283], [33.63922, -117.83078], [33.64274, -117.83972], [33.63738, -117.82832], [33.6379, -117.82838], [33.64727, -117.83514], [33.64293, -117.83946], [33.64421, -117.82934], [33.64341, -117.84045], [33.63945, -117.83074], [33.64305, -117.84022], [33.64544, -117.83521], [33.6285, -117.8061]]","[[33.63596832759337, -117.81549623309206], [33.63928447277289, -117.82689066021331], [33.640747108432215, -117.83581978129604]]","[4, 3, 3]","[1935.8908342838438, 816.6555041744864, 109.21895316358727]",0.2154066562652588,274.77142333984375
8,400,"[33.64025067958688, -117.83443429448087]","[33.638793145885224, -117.83339641437534]",188.165910789018,"[[33.644, -117.8294], [33.64289, -117.83928], [33.63814, -117.82896], [33.63855, -117.82901], [33.63789, -117.8283], [33.6378, -117.82827], [33.64418, -117.82934], [33.63958, -117.8377], [33.64416, -117.82934], [33.6439, -117.82936], [33.64351, -117.82941], [33.64265, -117.83878], [33.64415, -117.82934], [33.64333, -117.84021], [33.63594, -117.83635], [33.56461, -117.8299], [33.64524, -117.83522], [33.64251, -117.83639], [33.63801, -117.82884], [33.63849, -117.82892], [33.63843, -117.82879], [33.63855, -117.829], [33.64407, -117.82935], [33.6427, -117.839], [33.63818, -117.829], [33.63758, -117.82912], [33.64422, -117.82938], [33.64289, -117.83956], [33.63746, -117.82844], [33.63794, -117.82838], [33.64718, -117.83516], [33.64211, -117.83602], [33.63775, -117.82858], [33.63793, -117.82835], [33.63843, -117.82878], [33.63851, -117.82893], [33.63801, -117.82882], [33.6385, -117.82893], [33.63719, -117.8283], [33.64267, -117.8389], [33.64335, -117.82948], [33.64268, -117.83885], [33.63846, -117.82882], [33.63851, -117.82895], [33.64421, -117.82937], [33.64183, -117.83746], [33.64544, -117.83521], [33.6285, -117.8061], [33.64421, -117.82934], [33.64341, -117.84045], [33.63773, -117.82856], [33.6379, -117.82835], [33.64419, -117.82934], [33.64308, -117.84006], [33.64411, -117.82935], [33.64331, -117.8403], [33.6442, -117.82936], [33.64265, -117.83875], [33.64385, -117.8294], [33.6431, -117.84012], [33.63846, -117.82889], [33.63858, -117.82906], [33.64415, -117.82935], [33.6413, -117.8366], [33.64688, -117.83517], [33.64278, -117.83897], [33.64421, -117.82936], [33.64294, -117.83933]]","[[33.642662776013765, -117.81435284652358], [33.6429546066827, -117.81216213646321], [33.641445302141726, -117.82342658395362]]","[23, 18, 13]","[1818.0959775587994, 2023.2935255669347, 970.5787607611926]",0.1772935390472412,144.4570586681366
9,400,"[33.64025067958688, -117.83443429448087]","[33.638982343512225, -117.8351836958886]",156.92069135153935,"[[33.64408, -117.82936], [33.64336, -117.8404], [33.63814, -117.82896], [33.63855, -117.82901], [33.63846, -117.82882], [33.63851, -117.82895], [33.63769, -117.82854], [33.63786, -117.82831], [33.6442, -117.82936], [33.64265, -117.83875], [33.63767, -117.82852], [33.63785, -117.82829], [33.64727, -117.83514], [33.64293, -117.83946], [33.64494, -117.83526], [33.64252, -117.83828], [33.64393, -117.82935], [33.64227, -117.83735], [33.67733, -117.85939], [33.64269, -117.83907], [33.63763, -117.82845], [33.63789, -117.82833], [33.64421, -117.82937], [33.64217, -117.83739], [33.63773, -117.82856], [33.6379, -117.82835], [33.63829, -117.82912], [33.6383, -117.82869], [33.64392, -117.82937], [33.64294, -117.83944], [33.63789, -117.8283], [33.6378, -117.82827], [33.63775, -117.82861], [33.6378, -117.82826], [33.63746, -117.82844], [33.63794, -117.82838], [33.63801, -117.82882], [33.6385, -117.82893], [33.64428, -117.82935], [33.6429, -117.83929], [33.64408, -117.82939], [33.64309, -117.84011], [33.63818, -117.829], [33.63758, -117.82912], [33.63775, -117.82858], [33.63793, -117.82835], [33.64429, -117.82935], [33.64231, -117.83735], [33.67638, -117.86301], [33.64259, -117.83851], [33.63843, -117.82882], [33.63853, -117.829], [33.63835, -117.82875], [33.63849, -117.82894], [33.644, -117.82938], [33.64291, -117.83927], [33.64419, -117.82937], [33.64284, -117.83944], [33.64415, -117.82934], [33.64333, -117.84021], [33.64418, -117.82937], [33.64272, -117.83903], [33.64688, -117.83517], [33.64278, -117.83897], [33.63881, -117.82997], [33.63881, -117.82948], [33.63768, -117.82857], [33.63794, -117.82836], [33.644, -117.8294], [33.64289, -117.83928], [33.63779, -117.82864], [33.63777, -117.82865], [33.64419, -117.82934], [33.64308, -117.84006]]","[[33.64296181693542, -117.8121554366266], [33.64150897711686, -117.82349990342934], [33.64269344432272, -117.81434955140432]]","[16, 14, 12]","[2181.4895612914374, 1119.5753228851725, 1976.1648007041024]",0.08999991416931152,203.99821782112122
0,600,"[33.64025067958688, -117.83443429448087]","[33.642500639502884, -117.83836076442472]",441.5497567411354,"[[33.64416, -117.82932], [33.64417, -117.84473], [33.63801, -117.82884], [33.63849, -117.82892], [33.63755, -117.82848], [33.63797, -117.82839], [33.64422, -117.82938], [33.64424, -117.84478], [33.64763, -117.83521], [33.6285, -117.8061], [33.67733, -117.85939], [33.6441, -117.84458], [33.64414, -117.82936], [33.64411, -117.84459], [33.64393, -117.82935], [33.64426, -117.84475], [33.63792, -117.8283], [33.63788, -117.82831], [33.64423, -117.82934], [33.64411, -117.84461], [33.6442, -117.82936], [33.64415, -117.84454], [33.63738, -117.82832], [33.6379, -117.82838], [33.64428, -117.82935], [33.64415, -117.84463], [33.63779, -117.82864], [33.63777, -117.82865], [33.63758, -117.8285], [33.63796, -117.82838], [33.64388, -117.8294], [33.64422, -117.84476], [33.64401, -117.82937], [33.64404, -117.84458], [33.64421, -117.82937], [33.64426, -117.84467], [33.64416, -117.82933], [33.64419, -117.84472], [33.64339, -117.82949], [33.64415, -117.84463], [33.64418, -117.82937], [33.64414, -117.84457], [33.63846, -117.82889], [33.63858, -117.82906], [33.64376, -117.82904], [33.6378, -117.82823], [33.64392, -117.82937], [33.64419, -117.84469], [33.63746, -117.82844], [33.63794, -117.82838], [33.63589, -117.83507], [33.6359, -117.83639], [33.63831, -117.82911], [33.63844, -117.82888], [33.64418, -117.82934], [33.63679, -117.83931], [33.64758, -117.8352], [33.6442, -117.84452], [33.63767, -117.8286], [33.63784, -117.8283], [33.64351, -117.82941], [33.64426, -117.84479], [33.64727, -117.83514], [33.64421, -117.84474], [33.64419, -117.82937], [33.64418, -117.84468], [33.63763, -117.82845], [33.63789, -117.82833], [33.64395, -117.82945], [33.64419, -117.84467], [33.64736, -117.83518], [33.64159, -117.84568], [33.64429, -117.82935], [33.64424, -117.84473], [33.6476, -117.83518], [33.64169, -117.84492], [33.64725, -117.83517], [33.64153, -117.84553], [33.63794, -117.82832], [33.63797, -117.82842], [33.62832, -117.80591], [33.64159, -117.84542], [33.6393, -117.83094], [33.63955, -117.83097], [33.63848, -117.82882], [33.6385, -117.8289], [33.64415, -117.82935], [33.6441, -117.84457], [33.63827, -117.83413], [33.63806, -117.83433], [33.63786, -117.82825], [33.63774, -117.82823], [33.63773, -117.82863], [33.63777, -117.82825], [33.64406, -117.82935], [33.64409, -117.84457], [33.63769, -117.82854], [33.63786, -117.82831], [33.63822, -117.82909], [33.63847, -117.82889], [33.64414, -117.82937], [33.64422, -117.84453], [33.63768, -117.82857], [33.63794, -117.82836], [33.63843, -117.82878], [33.63851, -117.82893], [33.63757, -117.8284], [33.63591, -117.83823], [33.644, -117.82938], [33.64414, -117.84453]]","[[33.642295889606835, -117.83844967469165], [33.643237734648, -117.84655564677371], [33.64254020465067, -117.838351784657]]","[10, 6, 5]","[24.161507123372107, 764.6193693225988, 4.466775400500121]",0.7989292144775391,351.10659289360046
