n,radius,center,randomCenter,epzFoundCenter,centerShift,endpoints,EPZs,distance,endpointsClusters,EPZsClusters,distanceClusters,preprocessingTime,epzIdentificationTime,sensitiveLocationSearchTime,clusteredSensitiveLocationSearchTime
0,1400,"[33.64025067958688, -117.83443429448087]","[33.64998667977363, -117.83658018351768]","((422696.07099097245, 3722414.2346933624), 397.87649037836394, [<DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48040>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48070>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48100>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A480A0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48160>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A480D0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48220>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48190>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48280>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A482E0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48250>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48310>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48430>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A483A0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48610>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48580>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48730>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A486A0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48850>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A487C0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48970>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A488E0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A489D0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48940>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48A30>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A489A0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48AF0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48A60>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48C70>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48BE0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48CD0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48C40>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48D60>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48EB0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912A48E20>])",1098.0732547534162,"[(33.6511099998143, -117.85208999999821), (33.64817999981392, -117.85154999999818), (33.63858999980577, -117.82960999999818), (33.63854999980558, -117.82900999999815), (33.6386099998056, -117.82907999999817), (33.63852999980558, -117.82899999999816), (33.63849999980572, -117.82944999999816), (33.638689999805656, -117.82925999999814), (33.65109999981439, -117.85237999999819), (33.64836999981399, -117.85174999999819), (33.63856999980576, -117.82958999999818), (33.63861999980561, -117.82910999999815), (33.638559999805764, -117.82959999999817), (33.648199999813926, -117.85159999999821), (33.638729999805676, -117.82928999999815), (33.63857999980559, -117.82905999999817), (33.65105999981446, -117.85257999999818), (33.63740999980886, -117.83913999999818), (33.65119999981417, -117.85174999999819), (33.648179999813934, -117.85157999999821), (33.638529999805726, -117.82947999999817), (33.63855999980557, -117.82899999999816), (33.651189999814214, -117.8518999999982), (33.648459999814044, -117.85187999999819), (33.662669999809644, -117.83688999999816), (33.641479999812184, -117.84792999999817), (33.65118999981421, -117.85187999999819), (33.648139999813914, -117.8515599999982), (33.65116999981422, -117.8518999999982), (33.648209999813915, -117.8515899999982), (33.6384899998057, -117.82943999999817), (33.638779999805735, -117.82943999999817), (33.65120999981419, -117.8518299999982), (33.648469999814054, -117.85184999999821), (33.651099999814384, -117.8523699999982), (33.648409999814014, -117.8518099999982), (33.63867999980565, -117.82919999999815), (33.638489999805536, -117.82893999999817), (33.65104999981447, -117.85259999999819), (33.64846999981406, -117.85188999999818), (33.65120999981418, -117.8517799999982), (33.64821999981392, -117.85159999999821), (33.63857999980577, -117.82962999999815), (33.638469999805544, -117.82889999999817), (33.65113999981426, -117.8520399999982), (33.64840999981402, -117.8518299999982), (33.65057999980382, -117.82110999999819), (33.65058999980391, -117.82134999999816), (33.63868999980562, -117.82915999999818), (33.63854999980558, -117.82899999999813), (33.63847999980568, -117.82936999999816), (33.63858999980561, -117.82909999999815), (33.638409999805674, -117.82932999999817), (33.63865999980564, -117.82917999999813), (33.65467999980444, -117.82228999999816), (33.648189999813916, -117.8515899999982), (33.63849999980571, -117.82941999999817), (33.63872999980567, -117.82923999999814), (33.651219999814145, -117.85169999999819), (33.64844999981403, -117.85183999999819), (33.65115999981425, -117.8519899999982), (33.64817999981392, -117.85156999999819), (33.65114999981427, -117.8520399999982), (33.64816999981392, -117.85156999999819), (33.63844999980571, -117.82946999999818), (33.63861999980563, -117.82913999999818), (33.638709999805656, -117.82919999999815), (33.63850999980555, -117.82892999999814), (33.651119999814355, -117.8522999999982), (33.64847999981406, -117.85190999999821), (33.65114999981424, -117.8519499999982), (33.64813999981389, -117.85152999999818), (33.66281999980959, -117.83671999999818), (33.63745999980703, -117.83367999999817), (33.6511299998143, -117.85211999999821), (33.64842999981401, -117.85179999999818), (33.63858999980575, -117.82953999999816), (33.638589999805596, -117.82908999999816), (33.65061999980392, -117.82137999999819), (33.65058999980391, -117.82134999999816)]","[(-117.8343332, 33.6396552, 1045.9463559372502), (-117.8343982, 33.6396855, 1046.2880713263053), (-117.834355, 33.6395717, 1064.9503559372502), (-117.8343025, 33.6394775, 1071.24635593725), (-117.8342663, 33.639624, 1073.3282766378647)]","[66.71072453551733, 62.776774715935815, 75.66806941228629, 86.62515259850315, 71.23458039321774]","[Pandas(index=12, node='10109456018Start', distance=525.9519621793183, x=423084.03974940965, y=3722412.9767540703, cluster=0), Pandas(index=11, node='10203405135End', distance=795.4046783297922, x=422187.88270747574, y=3722267.729442997, cluster=1), Pandas(index=29, node='9597789398End', distance=530.0657624204865, x=422686.76479511603, y=3722275.5930621177, cluster=2)]","[(-117.8338536, 33.6404578, 117.3744029295969), (-117.8340106, 33.6401782, 151.70440292959688), (-117.8340186, 33.6400323, 232.81140292959714), (-117.8341444, 33.6400801, 240.97547857096032), (-117.833526, 33.6410339, 244.99752142903964)]","[58.56610011672928, 40.120841295380984, 45.54070285357197, 32.88260947769455, 121.02539742035279]",4.004984617233276,7.6572253704071045,40.29777431488037,25.000072479248047
1,1400,"[33.64025067958688, -117.83443429448087]","[33.635149676677116, -117.8351638347803]","((422604.526582722, 3722709.19241375), 1012.1133844477134, [<DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0AC0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2200>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA1120>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3370>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0AF0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA36D0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2CB0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3AF0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA10C0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA1DB0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA1E40>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2DD0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0070>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0E80>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA1D80>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2E90>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3D00>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0910>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA1E10>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA38E0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2950>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2170>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0BE0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA28C0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0A30>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3C10>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2590>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3D30>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2B00>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0100>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3880>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3BE0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2830>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA37F0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2AD0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2920>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3040>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2410>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3B80>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0B50>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2860>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA35B0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3940>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0130>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA35E0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA3C40>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2C20>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0310>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0CA0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2C80>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0EE0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA36A0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA08E0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA12A0>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2B90>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA0160>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2F20>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA1720>, <DataRepresentation.DataRepresentation.UTMDataRepresentation.UTMEndpoint object at 0x000001A912AA2680>])",569.8161326721118,"[(33.63175999980232, -117.81990999999815), (33.642329999803536, -117.82174999999815), (33.64709999980635, -117.82972999999816), (33.644699999811394, -117.84518999999818), (33.631799999802325, -117.81994999999814), (33.641659999803544, -117.82191999999814), (33.63182999980236, -117.82002999999816), (33.641799999803546, -117.82187999999815), (33.63194999980247, -117.82034999999816), (33.631979999802525, -117.82050999999815), (33.631789999802315, -117.81984999999815), (33.641979999803524, -117.82182999999816), (33.64696999980631, -117.82967999999818), (33.64470999981136, -117.84508999999817), (33.648419999806556, -117.83016999999818), (33.64476999981142, -117.84524999999816), (33.63184999980236, -117.82003999999814), (33.64179999980353, -117.82184999999815), (33.64694999980629, -117.82968999999817), (33.6447599998114, -117.84518999999818), (33.6317799998023, -117.81985999999814), (33.641609999803556, -117.82197999999813), (33.647379999806354, -117.82978999999817), (33.64500999981145, -117.84527999999818), (33.64732999980637, -117.82979999999816), (33.64470999981141, -117.84520999999816), (33.628909999811704, -117.84870999999818), (33.628949999811724, -117.84876999999817), (33.631729999802275, -117.81978999999815), (33.642139999803504, -117.82177999999816), (33.64730999980636, -117.82978999999817), (33.64468999981139, -117.84514999999817), (33.631999999802446, -117.82033999999814), (33.64226999980354, -117.82175999999815), (33.62885999981175, -117.84885999999815), (33.62897999981162, -117.84844999999817), (33.631809999802314, -117.81987999999815), (33.641489999803554, -117.82198999999815), (33.6469199998063, -117.82965999999817), (33.64474999981142, -117.84520999999816), (33.63185999980238, -117.82008999999815), (33.642159999803525, -117.82176999999814), (33.63191999980245, -117.82024999999814), (33.64220999980352, -117.82176999999814), (33.64701999980632, -117.82974999999817), (33.64481999981144, -117.84525999999818), (33.631859999802394, -117.82010999999814), (33.64195999980352, -117.82181999999814), (33.631949999802515, -117.82045999999815), (33.64175999980355, -117.82192999999813), (33.63181999980236, -117.82001999999814), (33.64160999980355, -117.82195999999816), (33.64686999980622, -117.82940999999818), (33.64203999980352, -117.82180999999815), (33.63200999980247, -117.82037999999814), (33.64174999980355, -117.82191999999814), (33.6469699998063, -117.82968999999817), (33.64477999981141, -117.84519999999817), (33.6320199998025, -117.82045999999815), (33.64206999980353, -117.82180999999815), (33.647559999806404, -117.82987999999817), (33.64469999981138, -117.84511999999816), (33.64888999980828, -117.83536999999818), (33.64167999981234, -117.84831999999817), (33.6319999998025, -117.82045999999815), (33.64224999980352, -117.82176999999814), (33.647949999808176, -117.83517999999816), (33.64472999981137, -117.84509999999818), (33.64694999980629, -117.82966999999816), (33.64494999981145, -117.84530999999816), (33.63173999980228, -117.81982999999813), (33.64156999980355, -117.82197999999813), (33.64768999980643, -117.82992999999817), (33.64476999981142, -117.84520999999816), (33.6479499998082, -117.83524999999817), (33.631929999802416, -117.82021999999814), (33.641939999803526, -117.82184999999815), (33.63192999980239, -117.82009999999813), (33.641579999812315, -117.84826999999817), (33.64697999980632, -117.82972999999816), (33.644739999811414, -117.84520999999816), (33.64692999980631, -117.82970999999816), (33.64474999981142, -117.84523999999817), (33.646959999806306, -117.82967999999818), (33.644899999811464, -117.84533999999816)]","[(-117.8353668, 33.6398581, 2368.4416647355765), (-117.835376, 33.6399529, 2416.0869607500836), (-117.8353377, 33.6399382, 2429.2548013669993), (-117.8352937, 33.6400102, 2473.193960750079), (-117.8356589, 33.6391744, 2489.392759381424)]","[96.85128421374529, 93.39929161660474, 90.69493406678372, 84.0725916257249, 164.79701637802356]","[Pandas(index=33, node='9589240570Start', distance=1305.9656294127742, x=423068.39290471876, y=3723315.802748564, cluster=0), Pandas(index=7, node='9509487880End', distance=1304.6758238329348, x=421628.4337270865, y=3723095.129658405, cluster=1), Pandas(index=4, node='9649910319Start', distance=1496.6915072959036, x=423049.06889575825, y=3723488.2927007703, cluster=2), Pandas(index=12, node='9881517067Start', distance=1353.3193887927569, x=423068.6286696172, y=3723383.32880212, cluster=3), Pandas(index=27, node='10370318853End', distance=1456.9369602607578, x=421613.990935178, y=3723129.921052846, cluster=4), Pandas(index=28, node='10203405135Start', distance=1335.9142994125357, x=423032.7553480397, y=3723404.961747304, cluster=5), Pandas(index=23, node='10282581747Start', distance=1003.9279242034947, x=422530.0712645757, y=3723516.0016859462, cluster=6), Pandas(index=24, node='9453099167Start', distance=990.9255749894598, x=422556.9965801839, y=3723439.573932229, cluster=7)]","[(-117.8351884, 33.6406377, 391.71688338304295), (-117.8349856, 33.6405941, 398.5268833830438), (-117.8350345, 33.6405428, 402.7077334041237), (-117.8351147, 33.6405922, 402.87688338304315), (-117.83506, 33.6406446, 402.9148833830434)]","[82.0798983146647, 63.77150869225024, 64.42316338131862, 73.61642549970966, 72.653795612905]",2.3989007472991943,10.615796566009521,45.36424231529236,30.62532377243042
