n,radius,center,randomCenter,centerShift,endpoints,EPZs,EPZsFreq,distance,preprocessingTime,normalProcessingTime
0,1600,"[33.64025067958688, -117.83443429448087]","[33.6330839668281, -117.82618997463314]",1103.134710022593,"[[33.62969, -117.80931], [33.64612, -117.81122], [33.65091, -117.83093], [33.64271, -117.83924], [33.65746, -117.83902], [33.64713, -117.8471], [33.62969, -117.80935], [33.64646, -117.81183], [33.65106, -117.85271], [33.64866, -117.85226], [33.62992, -117.80865], [33.64732, -117.81696], [33.65711, -117.83517], [33.64128, -117.84044], [33.65523, -117.83752], [33.64334, -117.84126], [33.62968, -117.80932], [33.64647, -117.81185], [33.62989, -117.80867], [33.64621, -117.81139], [33.65524, -117.8375], [33.6433, -117.84126], [33.65558, -117.83807], [33.64618, -117.84547], [33.65064, -117.83082], [33.6429, -117.83948], [33.65742, -117.83784], [33.64714, -117.84713], [33.65743, -117.83799], [33.64714, -117.84708], [33.62975, -117.80918], [33.64619, -117.81144], [33.65059, -117.83081], [33.64288, -117.83984], [33.62973, -117.80921], [33.65077, -117.8208], [33.62246, -117.85069], [33.56461, -117.8299], [33.65112, -117.85222], [33.64867, -117.8523], [33.6567, -117.81722], [33.64384, -117.84164], [33.62991, -117.80874], [33.64645, -117.81181], [33.62832, -117.80591], [33.64864, -117.85219], [33.65115, -117.85215], [33.6487, -117.85242], [33.62988, -117.80879], [33.64618, -117.81121], [33.62979, -117.80911], [33.64614, -117.8108], [33.62989, -117.80868], [33.65081, -117.82109], [33.62988, -117.80871], [33.64739, -117.8171], [33.65061, -117.83079], [33.64294, -117.83939], [33.6511, -117.85226], [33.64866, -117.85229], [33.63015, -117.84377], [33.63049, -117.84322], [33.62969, -117.80941], [33.64621, -117.81147], [33.65111, -117.85227], [33.64868, -117.85227], [33.62969, -117.80925], [33.65081, -117.82099], [33.62972, -117.80927], [33.6433, -117.84126], [33.62975, -117.80917], [33.64616, -117.8114], [33.62965, -117.80943], [33.63475, -117.84353], [33.65102, -117.85284], [33.64867, -117.85225], [33.651, -117.85293], [33.64866, -117.85224], [33.6511, -117.85237], [33.64862, -117.85219], [33.65742, -117.83792], [33.64725, -117.84755], [33.6567, -117.8172], [33.6433, -117.84124], [33.6297, -117.80927], [33.65077, -117.82091], [33.62991, -117.80863], [33.64767, -117.81467], [33.65651, -117.8176], [33.64379, -117.84167], [33.64737, -117.82984], [33.64273, -117.83928], [33.62968, -117.80941], [33.64622, -117.81147], [33.6299, -117.80858], [33.64619, -117.81134], [33.67638, -117.86301], [33.64592, -117.8455], [33.65748, -117.83881], [33.64143, -117.84649]]","[[33.64355667544804, -117.81438390134173], [33.64494023878261, -117.81298880703154], [33.64407833809507, -117.81505831051234]]","[12, 12, 7]","[1596.5518041663431, 1797.024444639346, 1597.996552736264]",0.5526363849639893,326.66510128974915
1,1600,"[33.64025067958688, -117.83443429448087]","[33.64426747736631, -117.84221334745627]",848.1121837068697,"[[33.62945, -117.81117], [33.64614, -117.81126], [33.62969, -117.80931], [33.64612, -117.81122], [33.65524, -117.83097], [33.6571, -117.83394], [33.63004, -117.81395], [33.6477, -117.81463], [33.65524, -117.83088], [33.65708, -117.83396], [33.62968, -117.80941], [33.64622, -117.81147], [33.65524, -117.83085], [33.65707, -117.83397], [33.62942, -117.81152], [33.65019, -117.85899], [33.6297, -117.80927], [33.65077, -117.82091], [33.62969, -117.80925], [33.65081, -117.82099], [33.62989, -117.80868], [33.65081, -117.82109], [33.62968, -117.80932], [33.64647, -117.81185], [33.62934, -117.85742], [33.62395, -117.85298], [33.64957, -117.81167], [33.63607, -117.81119], [33.62993, -117.81352], [33.64614, -117.81127], [33.6587, -117.84113], [33.65986, -117.83988], [33.65524, -117.83099], [33.65705, -117.83411], [33.62942, -117.81073], [33.64558, -117.82197], [33.62989, -117.80867], [33.64621, -117.81139], [33.6567, -117.8172], [33.65709, -117.83397], [33.62988, -117.80871], [33.64739, -117.8171], [33.62992, -117.80865], [33.64732, -117.81696], [33.62988, -117.80879], [33.64618, -117.81121], [33.63029, -117.81452], [33.64631, -117.81132], [33.62832, -117.80591], [33.65093, -117.85848], [33.64956, -117.81165], [33.63603, -117.81118], [33.65493, -117.83039], [33.65709, -117.83396], [33.65523, -117.8308], [33.65709, -117.83394], [33.6567, -117.81722], [33.6571, -117.83396], [33.66235, -117.83714], [33.65091, -117.85866], [33.65522, -117.83076], [33.65709, -117.83395], [33.62944, -117.81085], [33.65082, -117.82116], [33.62972, -117.80927], [33.65708, -117.83399], [33.62991, -117.80874], [33.64645, -117.81181], [33.62969, -117.80941], [33.64621, -117.81147], [33.62993, -117.81353], [33.64613, -117.81106], [33.62944, -117.81087], [33.65054, -117.82], [33.62979, -117.80911], [33.64614, -117.8108]]","[[33.658789614263405, -117.83014642364732], [33.660378898791166, -117.8288140626914], [33.65542471891457, -117.833134859296]]","[18, 16, 13]","[1961.4747633576187, 2176.753100551897, 1496.8797521791466]",1.8018860816955566,261.3632402420044
2,1600,"[33.64025067958688, -117.83443429448087]","[33.64360634021468, -117.8271838567435]",768.7378572996231,"[[33.65743, -117.8378], [33.64716, -117.84717], [33.62971, -117.81287], [33.64512, -117.81002], [33.657, -117.83361], [33.65705, -117.83411], [33.65116, -117.85199], [33.64866, -117.85228], [33.66246, -117.83703], [33.6622, -117.8373], [33.65719, -117.83867], [33.64713, -117.8471], [33.651, -117.85293], [33.64866, -117.85224], [33.62989, -117.80868], [33.64494, -117.80987], [33.62942, -117.81073], [33.6449, -117.80985], [33.65742, -117.83784], [33.64714, -117.84713], [33.62991, -117.80863], [33.6451, -117.80997], [33.63015, -117.84377], [33.63049, -117.84322], [33.65525, -117.83757], [33.64596, -117.84551], [33.65604, -117.8182], [33.65709, -117.83396], [33.65709, -117.83386], [33.65709, -117.83395], [33.66235, -117.83714], [33.65091, -117.85866], [33.62947, -117.8122], [33.64506, -117.80999], [33.67638, -117.86301], [33.64592, -117.8455], [33.66194, -117.83756], [33.64868, -117.85246], [33.62993, -117.81352], [33.64494, -117.80988], [33.62988, -117.80879], [33.64524, -117.81001], [33.62944, -117.81087], [33.64517, -117.81001], [33.65706, -117.83373], [33.65709, -117.83394], [33.65743, -117.83799], [33.64714, -117.84708], [33.65746, -117.83902], [33.64713, -117.8471], [33.62972, -117.80927], [33.65708, -117.83399], [33.6511, -117.85226], [33.64866, -117.85229], [33.62969, -117.80925], [33.64508, -117.80997], [33.6556, -117.83811], [33.64413, -117.84457], [33.62993, -117.81352], [33.64514, -117.81001], [33.6299, -117.80858], [33.64519, -117.81], [33.65654, -117.83485], [33.64401, -117.84444], [33.64963, -117.81136], [33.63751, -117.80888], [33.65107, -117.8526], [33.64865, -117.85219], [33.6567, -117.8172], [33.65709, -117.83397], [33.6511, -117.85237], [33.64862, -117.85219], [33.62992, -117.80865], [33.64487, -117.80982], [33.62144, -117.82052], [33.62935, -117.81096], [33.62969, -117.80931], [33.64514, -117.81002], [33.63004, -117.81395], [33.64505, -117.80992], [33.62934, -117.85742], [33.62395, -117.85298], [33.62975, -117.80917], [33.64505, -117.80997], [33.65541, -117.83774], [33.64423, -117.84478], [33.62957, -117.81254], [33.64492, -117.80983], [33.62965, -117.80943], [33.63475, -117.84353], [33.6297, -117.80927], [33.6449, -117.80985], [33.65742, -117.83792], [33.64725, -117.84755], [33.65106, -117.85262], [33.64867, -117.85227], [33.62944, -117.81085], [33.64515, -117.81], [33.65115, -117.85215], [33.6487, -117.85242]]","[[33.64536691894715, -117.84755203276723], [33.64362235742569, -117.82717062836613], [33.63121836192448, -117.81049363359986]]","[10, 10, 9]","[1899.5762077218544, 2.159202136570463, 2070.1728881032013]",1.1131141185760498,354.9905412197113
3,1600,"[33.64025067958688, -117.83443429448087]","[33.65080911590213, -117.82813829437688]",1308.6632774966938,"[[33.65528, -117.84479], [33.64713, -117.8471], [33.65539, -117.84473], [33.64401, -117.84444], [33.62944, -117.81141], [33.6461, -117.81128], [33.62246, -117.85069], [33.56461, -117.8299], [33.62973, -117.80921], [33.64623, -117.81153], [33.62952, -117.81227], [33.64612, -117.81104], [33.62971, -117.81287], [33.64512, -117.81002], [33.65561, -117.84442], [33.64714, -117.84708], [33.62957, -117.81254], [33.64492, -117.80983], [33.62991, -117.81354], [33.64616, -117.8112], [33.65536, -117.84471], [33.6436, -117.84311], [33.62993, -117.81352], [33.64494, -117.80988], [33.62968, -117.80932], [33.6464, -117.81168], [33.67638, -117.86301], [33.64592, -117.8455], [33.62979, -117.80911], [33.64614, -117.8108], [33.62964, -117.81275], [33.64612, -117.81131], [33.62975, -117.80917], [33.64505, -117.80997], [33.65106, -117.85262], [33.64867, -117.85227], [33.65534, -117.84479], [33.64352, -117.84312], [33.62969, -117.80931], [33.64514, -117.81002], [33.65558, -117.84443], [33.64413, -117.84457], [33.65112, -117.8523], [33.64867, -117.85234], [33.62969, -117.80925], [33.64508, -117.80997], [33.62934, -117.85742], [33.62395, -117.85298], [33.62969, -117.80941], [33.64621, -117.81147], [33.62965, -117.80943], [33.63475, -117.84353], [33.6297, -117.80927], [33.6449, -117.80985], [33.6299, -117.80858], [33.64519, -117.81], [33.62991, -117.80863], [33.6451, -117.80997], [33.65115, -117.85215], [33.6487, -117.85242], [33.64996, -117.81035], [33.63751, -117.80888], [33.6641, -117.83587], [33.66402, -117.83594], [33.62144, -117.82052], [33.62935, -117.81096], [33.62942, -117.81073], [33.6449, -117.80985], [33.62972, -117.80927], [33.65623, -117.81172], [33.65105, -117.85271], [33.6487, -117.85244], [33.66401, -117.83594], [33.66388, -117.83602], [33.63008, -117.81399], [33.64617, -117.81148]]","[[33.66165030513161, -117.85529879913871], [33.6444091125397, -117.81199087306341], [33.61580178372387, -117.8046497707591]]","[8, 7, 5]","[2791.539085552608, 1657.5986806020014, 4452.620294705041]",0.9367859363555908,225.8337688446045
4,1600,"[33.64025067958688, -117.83443429448087]","[33.63914305401441, -117.82236316350212]",1126.5936584933659,"[[33.6297, -117.80928], [33.65019, -117.85899], [33.62989, -117.80874], [33.64134, -117.80507], [33.62987, -117.80877], [33.64132, -117.80512], [33.62986, -117.80878], [33.64127, -117.80498], [33.62987, -117.80873], [33.63475, -117.84353], [33.65111, -117.85227], [33.64868, -117.85227], [33.6297, -117.80925], [33.64134, -117.80507], [33.6299, -117.80867], [33.64134, -117.80512], [33.65106, -117.85262], [33.64867, -117.85227], [33.6299, -117.80864], [33.64156, -117.80533], [33.64997, -117.81036], [33.6389, -117.80504], [33.62989, -117.80878], [33.64141, -117.80516], [33.65105, -117.85271], [33.6487, -117.85244], [33.62988, -117.80871], [33.64141, -117.80522], [33.6511, -117.85226], [33.64866, -117.85229], [33.65152, -117.83129], [33.6429, -117.83948], [33.65528, -117.84479], [33.64713, -117.8471], [33.62144, -117.82052], [33.62982, -117.80887], [33.65102, -117.85284], [33.64867, -117.85225], [33.62989, -117.80873], [33.64134, -117.8051], [33.651, -117.85293], [33.64866, -117.85224], [33.65524, -117.83085], [33.65707, -117.83397], [33.62989, -117.80871], [33.64127, -117.80497], [33.62995, -117.80863], [33.64145, -117.80522], [33.65719, -117.83867], [33.64713, -117.8471], [33.65524, -117.8375], [33.6433, -117.84126], [33.62991, -117.80874], [33.64142, -117.80515], [33.62975, -117.80917], [33.64163, -117.80536], [33.65655, -117.8176], [33.64346, -117.84151], [33.6299, -117.80868], [33.64133, -117.80512], [33.63015, -117.84377], [33.63049, -117.84322], [33.62988, -117.80879], [33.64171, -117.80538], [33.6567, -117.8172], [33.65709, -117.83397], [33.65558, -117.84443], [33.64413, -117.84457], [33.6641, -117.83587], [33.66402, -117.83594], [33.66194, -117.83756], [33.64868, -117.85246], [33.62979, -117.80911], [33.64142, -117.80512], [33.62991, -117.80863], [33.64137, -117.80514], [33.64996, -117.81035], [33.63889, -117.80505], [33.66401, -117.83594], [33.66388, -117.83602], [33.65743, -117.83858], [33.6498, -117.8467], [33.62994, -117.80866], [33.64137, -117.80505]]","[[33.649889091667504, -117.85066243355293], [33.64526375737826, -117.85078960335308], [33.64327407431398, -117.8516361810733]]","[8, 8, 8]","[2883.165703928365, 2723.1116839311558, 2754.080909611708]",0.6447799205780029,410.16956877708435
5,1600,"[33.64025067958688, -117.83443429448087]","[33.649070759003784, -117.84208934027868]",1208.8618907567366,"[[33.62989, -117.80871], [33.64127, -117.80497], [33.62971, -117.81287], [33.64512, -117.81002], [33.62989, -117.80867], [33.64621, -117.81139], [33.66316, -117.83646], [33.66285, -117.83672], [33.62988, -117.80879], [33.64171, -117.80538], [33.64996, -117.81035], [33.63889, -117.80505], [33.6567, -117.8172], [33.65718, -117.82771], [33.62989, -117.80874], [33.64134, -117.80507], [33.62989, -117.80878], [33.64141, -117.80516], [33.64997, -117.81036], [33.6389, -117.80504], [33.62944, -117.81085], [33.64515, -117.81], [33.62947, -117.8122], [33.64506, -117.80999], [33.6299, -117.80864], [33.64156, -117.80533], [33.62989, -117.80873], [33.64134, -117.8051]]","[[33.635226728794734, -117.80978751510115], [33.639753808466736, -117.81142630768568], [33.6244971818397, -117.80822246452172]]","[14, 8, 7]","[3367.158941877212, 3026.4432807899148, 4159.482049583276]",0.5089190006256104,48.06581687927246
6,1600,"[33.64025067958688, -117.83443429448087]","[33.646507840327914, -117.8252620294694]",1098.0424716408413,"[[33.62942, -117.81073], [33.64405, -117.80823], [33.67638, -117.86301], [33.64592, -117.8455], [33.65534, -117.84479], [33.64352, -117.84312], [33.6299, -117.80868], [33.64133, -117.80512], [33.65528, -117.84479], [33.64713, -117.8471], [33.62972, -117.80927], [33.65623, -117.81172], [33.62989, -117.80871], [33.64127, -117.80497], [33.62969, -117.80925], [33.64408, -117.80824], [33.62987, -117.80877], [33.64132, -117.80512], [33.65102, -117.8528], [33.64871, -117.85248], [33.62991, -117.80863], [33.64137, -117.80514], [33.65713, -117.83707], [33.64353, -117.84238], [33.64954, -117.80838], [33.63607, -117.81119], [33.65098, -117.85308], [33.64866, -117.85217], [33.64965, -117.80828], [33.6389, -117.80504], [33.62986, -117.80878], [33.64127, -117.80498], [33.65539, -117.84473], [33.64401, -117.84444], [33.65742, -117.83784], [33.64714, -117.84713], [33.67733, -117.85939], [33.64354, -117.84222], [33.62944, -117.8107], [33.64399, -117.8082], [33.6297, -117.80927], [33.64394, -117.80818], [33.62973, -117.80921], [33.64392, -117.80817], [33.66316, -117.83646], [33.66285, -117.83672], [33.65716, -117.83698], [33.64351, -117.84235], [33.62975, -117.80918], [33.64407, -117.80823], [33.62975, -117.80917], [33.64163, -117.80536], [33.62993, -117.81352], [33.64408, -117.80823], [33.66401, -117.83594], [33.66388, -117.83602], [33.62832, -117.80591], [33.65093, -117.85848], [33.66235, -117.83714], [33.65091, -117.85866], [33.6299, -117.80858], [33.64402, -117.80822], [33.62992, -117.80865], [33.64385, -117.80815], [33.62988, -117.80871], [33.64141, -117.80522], [33.6297, -117.80925], [33.64134, -117.80507], [33.63015, -117.84377], [33.63049, -117.84322], [33.6299, -117.80867], [33.64134, -117.80512], [33.662, -117.83749], [33.6285, -117.8061], [33.65115, -117.85215], [33.6487, -117.85242], [33.65714, -117.83709], [33.64596, -117.84554], [33.62991, -117.80874], [33.64142, -117.80515], [33.65536, -117.84471], [33.6436, -117.84311], [33.62995, -117.80863], [33.64145, -117.80522]]","[[33.62812171348147, -117.80820753197129], [33.64180480409401, -117.8164196269279], [33.64507780471219, -117.80409572887231]]","[14, 9, 9]","[2581.1397772385303, 972.107232345829, 1969.919030963867]",0.6698319911956787,294.9983022212982
7,1600,"[33.64025067958688, -117.83443429448087]","[33.650150116351675, -117.83433863378325]",1098.0417288771541,"[[33.6511, -117.85229], [33.64809, -117.85149], [33.62973, -117.80921], [33.64392, -117.80817], [33.6299, -117.80864], [33.64156, -117.80533], [33.6567, -117.8172], [33.6559, -117.81844], [33.65102, -117.8528], [33.64871, -117.85248], [33.65116, -117.85205], [33.64842, -117.8518], [33.62979, -117.80911], [33.64142, -117.80512], [33.62988, -117.80879], [33.64171, -117.80538], [33.67638, -117.86301], [33.64818, -117.85156], [33.65107, -117.8526], [33.64865, -117.85219], [33.62957, -117.81254], [33.64492, -117.80983], [33.62945, -117.81084], [33.64614, -117.8111], [33.62969, -117.80931], [33.64514, -117.81002], [33.66487, -117.83554], [33.65091, -117.85866], [33.6511, -117.85226], [33.64866, -117.85229], [33.65113, -117.85215], [33.64845, -117.85185], [33.62144, -117.82052], [33.62982, -117.80887], [33.62969, -117.80925], [33.64408, -117.80824], [33.65115, -117.85215], [33.6487, -117.85242], [33.64965, -117.80828], [33.6389, -117.80504], [33.66454, -117.83568], [33.66483, -117.83554], [33.65098, -117.85308], [33.64866, -117.85217], [33.62993, -117.81352], [33.64408, -117.80823], [33.64996, -117.81035], [33.63889, -117.80505], [33.62969, -117.80941], [33.64621, -117.81147], [33.66465, -117.83564], [33.6285, -117.8061], [33.62989, -117.80873], [33.64134, -117.8051], [33.62989, -117.80874], [33.64134, -117.80507], [33.65113, -117.85218], [33.64811, -117.85146], [33.67733, -117.85939], [33.66483, -117.83553]]","[[33.63522539661901, -117.80980707917844], [33.62608477991243, -117.80930137995362], [33.64702367450832, -117.85321432250232]]","[8, 7, 5]","[2814.1646523664062, 3538.401671064905, 1784.9825814769595]",0.7091894149780273,131.75275087356567
8,1600,"[33.64025067958688, -117.83443429448087]","[33.64418767634888, -117.84336220935397]",936.3098167903524,"[[33.62947, -117.8122], [33.64506, -117.80999], [33.62944, -117.8107], [33.64399, -117.8082], [33.6299, -117.80868], [33.64133, -117.80512], [33.64996, -117.81035], [33.63889, -117.80505], [33.62957, -117.81254], [33.64492, -117.80983], [33.66316, -117.83646], [33.66285, -117.83672], [33.62989, -117.80871], [33.64127, -117.80497], [33.62942, -117.81073], [33.64405, -117.80823], [33.6297, -117.80928], [33.65014, -117.85923], [33.65498, -117.83184], [33.65713, -117.83568], [33.62987, -117.80873], [33.65714, -117.8357], [33.62945, -117.81117], [33.64614, -117.81126], [33.62991, -117.80863], [33.64137, -117.80514], [33.6297, -117.80927], [33.64394, -117.80818], [33.62971, -117.81287], [33.64512, -117.81002], [33.62989, -117.80868], [33.64494, -117.80987], [33.62989, -117.80874], [33.64134, -117.80507], [33.62934, -117.85742], [33.62395, -117.85298], [33.62986, -117.80878], [33.64127, -117.80498], [33.62973, -117.80921], [33.64392, -117.80817], [33.62989, -117.80873], [33.64134, -117.8051], [33.67638, -117.86301], [33.65013, -117.85913], [33.62989, -117.80878], [33.64141, -117.80516], [33.62972, -117.80927], [33.65623, -117.81172], [33.63029, -117.81452], [33.64631, -117.81132]]","[[33.62812844209644, -117.80821958424671], [33.62645837099709, -117.80738083620412], [33.62477613442797, -117.8065921205122]]","[14, 11, 11]","[3715.2520428359753, 3874.403980078555, 4034.078333852375]",0.5220839977264404,176.77077054977417
9,1600,"[33.64025067958688, -117.83443429448087]","[33.64373548617966, -117.82871873518224]",656.161499723376,"[[33.65528, -117.84479], [33.64713, -117.8471], [33.65583, -117.83812], [33.64685, -117.84582], [33.62995, -117.80863], [33.64145, -117.80522], [33.6511, -117.85229], [33.64809, -117.85149], [33.62944, -117.8107], [33.64399, -117.8082], [33.62991, -117.80863], [33.64137, -117.80514], [33.62969, -117.80931], [33.64514, -117.81002], [33.62832, -117.80591], [33.65093, -117.85848], [33.6567, -117.8172], [33.6559, -117.81844], [33.62989, -117.80868], [33.64494, -117.80987], [33.6297, -117.80928], [33.65014, -117.85923], [33.62986, -117.80878], [33.64127, -117.80498], [33.6511, -117.85226], [33.64866, -117.85229], [33.62942, -117.81073], [33.64405, -117.80823], [33.62971, -117.81287], [33.64512, -117.81002], [33.62246, -117.85069], [33.56461, -117.8299], [33.62979, -117.80911], [33.64142, -117.80512], [33.62968, -117.80932], [33.6464, -117.81168], [33.63015, -117.84377], [33.63049, -117.84322], [33.62969, -117.80925], [33.64408, -117.80824], [33.6297, -117.80925], [33.64134, -117.80507], [33.62945, -117.81084], [33.64614, -117.8111], [33.66487, -117.83554], [33.65091, -117.85866], [33.62989, -117.80873], [33.64134, -117.8051], [33.65116, -117.85205], [33.64842, -117.8518], [33.65116, -117.85199], [33.64866, -117.85228], [33.62988, -117.80871], [33.64141, -117.80522], [33.66465, -117.83564], [33.6285, -117.8061], [33.6299, -117.80868], [33.64133, -117.80512], [33.65102, -117.8528], [33.64871, -117.85248]]","[[33.631221572579925, -117.8104382009924], [33.62812625961457, -117.80820869292131], [33.62790557654402, -117.80955998751347]]","[9, 7, 6]","[2191.547565887806, 2572.6087644409545, 2498.454663419453]",0.08008289337158203,143.2431571483612
0,1400,"[45.42677292230846, 11.916763841389015]","[45.42869740457946, 11.909923509320581]",576.4591698770905,"[[45.42365, 11.92745], [45.44127, 11.90503], [45.42367, 11.92748], [45.4368, 11.92422], [45.42363, 11.92751], [45.43676, 11.9237], [45.42364, 11.92755], [45.43681, 11.92422], [45.43305, 11.92674], [45.44133, 11.90503], [45.42374, 11.92739], [45.43679, 11.92427], [45.4237, 11.92744], [45.43678, 11.92413], [45.42364, 11.92749], [45.44097, 11.90576], [45.42388, 11.92701], [45.4411, 11.9055], [45.42397, 11.92683], [45.44098, 11.90573], [45.42377, 11.92722], [45.44114, 11.90549], [45.43353, 11.92698], [45.43681, 11.92429], [45.42369, 11.92741], [45.43677, 11.92425], [45.42371, 11.92736], [45.43677, 11.92426], [45.42373, 11.92732], [45.4368, 11.9242], [45.42374, 11.92729], [45.44144, 11.90505], [45.43311, 11.92679], [45.44126, 11.90514], [45.43309, 11.92677], [45.44116, 11.90549], [45.42371, 11.92733], [45.43677, 11.92427], [45.42387, 11.92702], [45.43677, 11.92396], [45.42373, 11.92735], [45.44109, 11.90547]]","[[45.4286682410458, 11.93483689970829], [45.42090036472768, 11.924161756454932], [45.41942131565397, 11.922701097711075]]","[12, 8, 7]","[1949.6417518617711, 1411.6050482272008, 1436.2709468345731]",2.717111349105835,82.81526374816895
1,1400,"[45.42677292230846, 11.916763841389015]","[45.43483162635471, 11.923502167605683]",1039.3392990380744,"[[45.42359, 11.93221], [45.43392, 11.94384], [45.42376, 11.93205], [45.43489, 11.94234], [45.42357, 11.93214], [45.43405, 11.94369], [45.42366, 11.93207], [45.43513, 11.94203], [45.42343, 11.93251], [45.44144, 11.90505], [45.4237, 11.93209], [45.43459, 11.94289], [45.44132, 11.90758], [45.44133, 11.90503], [45.4413, 11.90758], [45.44097, 11.90576], [45.43502, 11.94217], [45.42691, 11.90875], [45.44119, 11.90791], [45.4238, 11.91464], [45.42373, 11.93199], [45.43486, 11.94247], [45.44117, 11.908], [45.42566, 11.91067], [45.42366, 11.93201], [45.43519, 11.94186], [45.44034, 11.90655], [45.42368, 11.93211], [45.42369, 11.93193], [45.42692, 11.90883], [45.42348, 11.93245], [45.44019, 11.90671], [45.44127, 11.9077], [45.42693, 11.90888], [45.42369, 11.93216], [45.42701, 11.90926], [45.44123, 11.90785], [45.44116, 11.90549]]","[[45.430433146510865, 11.937997643576484], [45.43479026024466, 11.92342910150519], [45.43826125961282, 11.902393761047056]]","[5, 5, 3]","[1235.1449735278463, 7.336476080403316, 1695.0574705969136]",2.0736653804779053,51.99880623817444
2,1400,"[45.42677292230846, 11.916763841389015]","[45.42329084962952, 11.924579056101175]",723.7825662310086,"[[45.42375, 11.94272], [45.43677, 11.92425], [45.42369, 11.94259], [45.43405, 11.94369], [45.42406, 11.94339], [45.43448, 11.91614], [45.44123, 11.90785], [45.44116, 11.90549], [45.4239, 11.94305], [45.43519, 11.94186], [45.4239, 11.94302], [45.43446, 11.91619], [45.44132, 11.90758], [45.44133, 11.90503], [45.43598, 11.92731], [45.43681, 11.92429], [45.42387, 11.94283], [45.43679, 11.92427], [45.42382, 11.94276], [45.44144, 11.90505], [45.42401, 11.94329], [45.43513, 11.94203], [45.44117, 11.908], [45.42622, 11.90629], [45.43413, 11.93386], [45.42727, 11.90689], [45.42382, 11.94279], [45.43447, 11.91614], [45.43631, 11.91735], [45.42734, 11.90705], [45.42379, 11.9427], [45.42727, 11.90756], [45.4237, 11.94264], [45.43445, 11.91615], [45.43502, 11.94217], [45.42726, 11.90689], [45.42376, 11.94272], [45.44098, 11.90573], [45.42378, 11.94269], [45.42728, 11.90702], [45.43408, 11.93394], [45.42731, 11.90757], [45.42383, 11.94276], [45.4368, 11.9242]]","[[45.42334199740837, 11.924588516874664], [45.417881929595744, 11.948627820635197], [45.41936039317765, 11.947162707128554]]","[8, 6, 4]","[5.732586526738034, 1975.9113600735552, 1820.7300159990154]",1.0496158599853516,83.85904312133789
3,1400,"[45.42677292230846, 11.916763841389015]","[45.43749443237388, 11.918311484586768]",1197.7294412235417,"[[45.42377, 11.92722], [45.44325, 11.90236], [45.43502, 11.94217], [45.42726, 11.90689], [45.4237, 11.94264], [45.44367, 11.90174], [45.44444, 11.90229], [45.42727, 11.90689], [45.44452, 11.90219], [45.44381, 11.90155], [45.42379, 11.9427], [45.42727, 11.90756], [45.42536, 11.92316], [45.4376, 11.93645], [45.42376, 11.93205], [45.43489, 11.94234], [45.42387, 11.94283], [45.43753, 11.93659], [45.42369, 11.94259], [45.43405, 11.94369], [45.42541, 11.92344], [45.42477, 11.91804], [45.44412, 11.90281], [45.44379, 11.90139], [45.42378, 11.94269], [45.42728, 11.90702], [45.42535, 11.92335], [45.42496, 11.91456], [45.4239, 11.94305], [45.43519, 11.94186], [45.42367, 11.92748], [45.43727, 11.93744], [45.42382, 11.94276], [45.44355, 11.90192], [45.42537, 11.92346], [45.43756, 11.93641]]","[[45.42765316470699, 11.937360985918534]]",[4],[1848.8765735777497],0.4061262607574463,60.53920364379883
4,1400,"[45.42677292230846, 11.916763841389015]","[45.43217952956663, 11.920814873801218]",679.3889650761481,"[[45.43727, 11.93749], [45.44137, 11.90759], [45.44412, 11.90281], [45.44379, 11.90139], [45.4224, 11.93451], [45.43486, 11.94247], [45.42375, 11.94272], [45.43734, 11.93721], [45.4239, 11.94302], [45.44028, 11.90655], [45.44145, 11.9073], [45.44032, 11.90664], [45.42299, 11.93319], [45.42587, 11.9042], [45.42281, 11.93383], [45.44109, 11.90547], [45.42304, 11.93318], [45.43736, 11.93714], [45.42263, 11.93409], [45.43729, 11.93732], [45.44111, 11.90819], [45.44024, 11.9066], [45.44444, 11.90229], [45.44033, 11.90666], [45.42406, 11.94339], [45.44013, 11.9068], [45.42254, 11.93411], [45.4402, 11.90687], [45.42265, 11.93403], [45.43392, 11.94384], [45.44452, 11.90219], [45.44381, 11.90155], [45.44117, 11.908], [45.42594, 11.90466], [45.42254, 11.93422], [45.4374, 11.93714], [45.42369, 11.94259], [45.43405, 11.94369], [45.42378, 11.94269], [45.44038, 11.90639], [45.44034, 11.90655], [45.4224, 11.93445], [45.42382, 11.94279], [45.43723, 11.93757], [45.42302, 11.93334], [45.4411, 11.9055], [45.44131, 11.9076], [45.44028, 11.9067], [45.42303, 11.93336], [45.44022, 11.90664], [45.44127, 11.90779], [45.44126, 11.90514], [45.42308, 11.93325], [45.43728, 11.93746], [45.44121, 11.9079], [45.44033, 11.9064]]","[[45.43220266952013, 11.920843770484694], [45.42764647318034, 11.937339781257613], [45.446282691954956, 11.950012969294361]]","[6, 6, 3]","[3.4244938703749166, 1387.830006325295, 2770.536221817313]",1.5874052047729492,93.54387831687927
