n,radius,center,randomCenter,centerShift,endpoints,EPZs,EPZsFreq,distance,preprocessingTime,normalProcessingTime
0,400,"[33.64025067958688, -117.83443429448087]","[33.640381928593364, -117.83612860895704]",157.85820769020435,"[[33.6395, -117.83145], [33.6398, -117.83173], [33.63914, -117.83056], [33.63942, -117.83067], [33.62832, -117.80591], [33.64278, -117.83977], [33.64407, -117.83544], [33.63783, -117.83234], [33.63966, -117.83137], [33.63976, -117.83164], [33.63951, -117.83089], [33.63913, -117.83052], [33.63977, -117.83184], [33.64294, -117.83944], [33.6398, -117.83154], [33.63975, -117.83154], [33.63927, -117.83036], [33.64292, -117.83934], [33.63916, -117.83054], [33.6394, -117.83068], [33.67638, -117.86301], [33.64291, -117.83925], [33.63914, -117.83053], [33.63669, -117.83609], [33.63926, -117.83079], [33.63953, -117.83091], [33.63938, -117.8311], [33.63977, -117.83155], [33.63929, -117.83037], [33.64287, -117.83948], [33.63978, -117.83164], [33.6429, -117.83938], [33.63947, -117.83087], [33.64292, -117.83945], [33.63955, -117.83169], [33.63973, -117.83152], [33.63953, -117.83151], [33.63962, -117.83128], [33.64277, -117.83249], [33.64294, -117.83939], [33.63938, -117.83056], [33.64291, -117.8394], [33.63964, -117.83132], [33.64293, -117.83924], [33.63934, -117.83059], [33.64289, -117.83926], [33.67733, -117.85939], [33.64292, -117.83946], [33.63973, -117.83143], [33.64291, -117.83947], [33.63977, -117.83151], [33.6397, -117.83153], [33.63935, -117.83113], [33.63977, -117.83167], [33.63982, -117.83174], [33.64302, -117.83917], [33.63982, -117.83175], [33.64288, -117.83927], [33.64397, -117.83553], [33.64283, -117.83962], [33.63934, -117.83058], [33.64291, -117.8393], [33.64438, -117.83539], [33.6285, -117.8061], [33.6394, -117.83107], [33.63973, -117.83157], [33.64423, -117.83539], [33.64287, -117.83945], [33.6393, -117.83094], [33.63935, -117.83052], [33.63681, -117.83548], [33.63668, -117.83568], [33.63947, -117.83077], [33.6394, -117.83065], [33.63959, -117.83191], [33.63972, -117.83154], [33.63929, -117.83036], [33.64294, -117.83933], [33.6394, -117.83056], [33.63937, -117.83056], [33.63976, -117.83156], [33.64293, -117.83932], [33.63946, -117.83125], [33.63975, -117.83165], [33.63972, -117.83147], [33.64291, -117.83945], [33.63956, -117.83091], [33.6394, -117.83064]]","[[33.640376626885384, -117.83611783027206], [33.64241757121429, -117.82819891303403], [33.64036919659045, -117.83617497650211]]","[6, 4, 4]","[1.1600524826855922, 769.5166398510646, 4.527495661000728]",0.059925079345703125,23.210547924041748
1,400,"[33.64025067958688, -117.83443429448087]","[33.63852601349669, -117.83574272444102]",226.55654629192207,"[[33.63939, -117.83061], [33.64192, -117.8373], [33.63977, -117.83162], [33.64195, -117.83732], [33.63979, -117.83159], [33.64196, -117.83744], [33.63944, -117.83063], [33.64193, -117.83747], [33.64277, -117.83249], [33.64294, -117.83939], [33.63953, -117.83151], [33.63962, -117.83128], [33.64304, -117.83587], [33.6424, -117.83713], [33.64301, -117.83602], [33.63849, -117.83132], [33.63976, -117.83151], [33.64193, -117.83732], [33.63974, -117.83159], [33.64209, -117.83724], [33.63914, -117.83053], [33.6357, -117.83861], [33.63924, -117.83074], [33.6389, -117.82961], [33.63968, -117.83133], [33.64288, -117.83927], [33.6397, -117.83162], [33.63978, -117.83159], [33.63972, -117.83147], [33.64291, -117.83945], [33.63976, -117.83158], [33.64192, -117.83734], [33.63925, -117.83074], [33.64254, -117.83645], [33.63976, -117.83156], [33.64293, -117.83932], [33.63979, -117.83162], [33.63976, -117.8316], [33.63967, -117.83109], [33.64206, -117.83728], [33.63948, -117.8313], [33.63908, -117.83148], [33.63956, -117.83091], [33.6394, -117.83064], [33.63971, -117.83134], [33.64189, -117.83733], [33.63964, -117.83132], [33.64293, -117.83924], [33.63977, -117.83163], [33.63973, -117.83153], [33.6395, -117.83145], [33.63955, -117.83097], [33.63914, -117.83054], [33.64219, -117.83736], [33.63977, -117.83151], [33.6397, -117.83153], [33.63938, -117.83056], [33.64291, -117.8394], [33.64407, -117.83544], [33.63843, -117.83139], [33.63978, -117.83156], [33.64215, -117.83733], [33.63947, -117.83087], [33.64292, -117.83945], [33.63948, -117.83077], [33.64225, -117.83738], [33.63935, -117.83123], [33.6397, -117.83144], [33.63923, -117.83084], [33.63972, -117.83154], [33.63942, -117.83129], [33.64221, -117.83737], [33.67638, -117.86301], [33.64291, -117.83925], [33.62832, -117.80591], [33.64278, -117.83977], [33.63915, -117.83065], [33.63945, -117.83074], [33.63976, -117.83159], [33.64213, -117.83735], [33.63926, -117.83079], [33.63953, -117.83091], [33.63942, -117.83058], [33.6423, -117.83737], [33.64397, -117.83553], [33.64283, -117.83962], [33.63935, -117.83113], [33.63977, -117.83167], [33.63927, -117.83094], [33.63947, -117.83084], [33.64438, -117.83539], [33.6285, -117.8061], [33.6396, -117.83118], [33.64209, -117.83733], [33.6393, -117.83033], [33.64203, -117.83735], [33.63971, -117.8316], [33.64191, -117.83745], [33.67733, -117.85939], [33.64292, -117.83946], [33.6393, -117.83094], [33.63935, -117.83052], [33.63944, -117.83071], [33.64189, -117.83733], [33.63951, -117.83089], [33.63913, -117.83052], [33.63914, -117.83056], [33.63942, -117.83067]]","[[33.641509179908304, -117.8309487783427], [33.6414563555263, -117.83079629192663], [33.63854308092519, -117.83572444409401]]","[6, 6, 4]","[554.3302250593067, 562.3367085992298, 2.541626450791403]",0.02414703369140625,41.51891088485718
2,400,"[33.64025067958688, -117.83443429448087]","[33.638232322619814, -117.83490579709068]",228.1014270015491,"[[33.6394, -117.83056], [33.63937, -117.83056], [33.63942, -117.83063], [33.64124, -117.83735], [33.63943, -117.83072], [33.64209, -117.83733], [33.63924, -117.83074], [33.6389, -117.82961], [33.63934, -117.83049], [33.64291, -117.83945], [33.63927, -117.83036], [33.64292, -117.83934], [33.63934, -117.83059], [33.64289, -117.83926], [33.63915, -117.83065], [33.63945, -117.83074], [33.63951, -117.83084], [33.64215, -117.83733], [33.63919, -117.83063], [33.63938, -117.83057], [33.63923, -117.83072], [33.63937, -117.83064], [33.6393, -117.83033], [33.64123, -117.83732], [33.6392, -117.8306], [33.63546, -117.83195], [33.6391, -117.83058], [33.63939, -117.83064], [33.6394, -117.83058], [33.64192, -117.83734], [33.63948, -117.83077], [33.64225, -117.83738], [33.63912, -117.83044], [33.63938, -117.83062], [33.6393, -117.83033], [33.64203, -117.83735], [33.63931, -117.83047], [33.64288, -117.83927], [33.63951, -117.83082], [33.64291, -117.83947], [33.63941, -117.83061], [33.63939, -117.83066], [33.63934, -117.83058], [33.64291, -117.8393], [33.63929, -117.8304], [33.64134, -117.83744], [33.63916, -117.83054], [33.6394, -117.83068], [33.63913, -117.8306], [33.63935, -117.83052], [33.63935, -117.83041], [33.64206, -117.83728], [33.63934, -117.83052], [33.63741, -117.83914], [33.6391, -117.83051], [33.6394, -117.83065], [33.63942, -117.83057], [33.63939, -117.83059], [33.63944, -117.83071], [33.64189, -117.83733], [33.63927, -117.83029], [33.64248, -117.83638], [33.6394, -117.83072], [33.64125, -117.8373], [33.64407, -117.83544], [33.64211, -117.83602], [33.6392, -117.83065], [33.63955, -117.83089], [33.64301, -117.83602], [33.64251, -117.83639]]","[[33.651059896512535, -117.82035207151746], [33.647325345122965, -117.8253873820221], [33.64856699278782, -117.82367452410155]]","[6, 5, 5]","[1961.4086029199902, 1340.4928376371058, 1549.045886379365]",0.036508798599243164,18.94460105895996
3,400,"[33.64025067958688, -117.83443429448087]","[33.64256423632971, -117.83391780453746]",261.0454433225628,"[[33.63965, -117.83114], [33.64266, -117.83876], [33.63951, -117.83088], [33.64265, -117.83881], [33.63911, -117.83056], [33.64252, -117.83832], [33.63929, -117.83037], [33.64268, -117.83885], [33.63933, -117.8305], [33.6395, -117.83089], [33.63924, -117.83074], [33.6389, -117.82961], [33.63914, -117.83054], [33.64264, -117.83877], [33.63968, -117.83122], [33.6426, -117.83854], [33.63933, -117.83098], [33.63953, -117.83095], [33.63956, -117.83091], [33.6394, -117.83064], [33.63935, -117.83123], [33.63955, -117.83103], [33.63964, -117.83132], [33.64293, -117.83924], [33.63934, -117.83058], [33.64291, -117.8393], [33.63942, -117.83057], [33.63939, -117.83059], [33.63912, -117.83044], [33.63938, -117.83062], [33.63952, -117.83092], [33.6429, -117.83915], [33.62832, -117.80591], [33.64278, -117.83977], [33.63951, -117.83082], [33.64291, -117.83947], [33.63923, -117.83072], [33.63937, -117.83064], [33.63953, -117.83086], [33.64262, -117.83862], [33.63926, -117.83084], [33.63947, -117.8308], [33.64609, -117.83514], [33.64283, -117.83962], [33.63927, -117.83029], [33.64271, -117.83835], [33.6393, -117.83033], [33.6426, -117.83848], [33.6391, -117.83055], [33.63939, -117.83063], [33.64628, -117.83513], [33.64251, -117.83838], [33.63964, -117.83122], [33.6429, -117.83938], [33.63914, -117.83056], [33.63942, -117.83067], [33.63937, -117.83052], [33.63939, -117.83066], [33.63963, -117.83118], [33.63958, -117.83097], [33.63946, -117.83125], [33.63961, -117.83123], [33.64617, -117.83514], [33.64642, -117.83535], [33.63951, -117.83089], [33.63913, -117.83052], [33.63938, -117.83056], [33.64291, -117.8394], [33.67638, -117.86301], [33.64291, -117.83925], [33.63926, -117.83079], [33.63953, -117.83091], [33.63944, -117.83071], [33.6426, -117.83859], [33.63962, -117.83109], [33.63954, -117.83105], [33.63808, -117.83428], [33.63844, -117.83401], [33.63917, -117.83051], [33.63939, -117.83064], [33.64715, -117.83519], [33.6285, -117.8061], [33.63941, -117.83061], [33.63939, -117.83066], [33.63944, -117.83063], [33.64261, -117.83855], [33.6393, -117.83033], [33.64265, -117.83867], [33.63959, -117.83123], [33.64294, -117.83944], [33.63943, -117.83072], [33.64271, -117.83899], [33.63942, -117.83063], [33.64272, -117.83903], [33.63953, -117.8309], [33.64267, -117.83881], [33.63953, -117.831], [33.63959, -117.83112], [33.63913, -117.8306], [33.63935, -117.83052], [33.63965, -117.83125], [33.63954, -117.83097], [33.63938, -117.83055], [33.63922, -117.83071], [33.6391, -117.83058], [33.63939, -117.83064], [33.63923, -117.83084], [33.63962, -117.83123], [33.63964, -117.83122], [33.63958, -117.83111], [33.63934, -117.83049], [33.64291, -117.83945]]","[[33.64577441188387, -117.82652924986311], [33.646822757834684, -117.82438854615872], [33.64098212753191, -117.83960488989547]]","[15, 8, 5]","[772.3880194953357, 1002.283146296284, 556.0130124015259]",0.05473828315734863,39.89084029197693
4,400,"[33.64025067958688, -117.83443429448087]","[33.64164268626728, -117.83278454381671]",217.39910675908487,"[[33.64422, -117.82938], [33.64192, -117.83734], [33.6441, -117.82936], [33.64292, -117.83945], [33.64426, -117.82937], [33.64115, -117.83726], [33.63846, -117.82941], [33.63884, -117.82951], [33.64427, -117.82937], [33.64206, -117.83728], [33.64418, -117.82937], [33.64272, -117.83903], [33.63881, -117.83006], [33.6389, -117.82961], [33.63883, -117.83002], [33.63546, -117.83195], [33.64406, -117.82935], [33.64261, -117.83855], [33.6442, -117.82936], [33.64291, -117.8394], [33.64397, -117.82941], [33.6412, -117.83729], [33.64416, -117.82933], [33.64293, -117.83924], [33.64524, -117.83522], [33.64242, -117.83712], [33.63859, -117.82961], [33.63895, -117.82969], [33.64494, -117.83526], [33.64237, -117.83715], [33.63884, -117.82995], [33.6357, -117.83861], [33.63859, -117.82959], [33.6387, -117.82926], [33.64425, -117.82935], [33.64192, -117.8373], [33.6442, -117.82933], [33.64289, -117.83926], [33.62832, -117.80591], [33.64278, -117.83977], [33.63882, -117.83004], [33.639, -117.82979], [33.64396, -117.82938], [33.64134, -117.83752], [33.64421, -117.82937], [33.6412, -117.83725], [33.64401, -117.82934], [33.6426, -117.83859], [33.63876, -117.83005], [33.63897, -117.82975], [33.63841, -117.82933], [33.63895, -117.8297], [33.63883, -117.83005], [33.63893, -117.82967], [33.64408, -117.82939], [33.64134, -117.83744], [33.64417, -117.82936], [33.64267, -117.83881], [33.64388, -117.8294], [33.6429, -117.83915], [33.63887, -117.82952], [33.63885, -117.82953], [33.63879, -117.83002], [33.63855, -117.82901], [33.64609, -117.83514], [33.64283, -117.83962], [33.6442, -117.82933], [33.64294, -117.83939], [33.63843, -117.82927], [33.63895, -117.82973], [33.63898, -117.82979], [33.63884, -117.82951], [33.63873, -117.82929], [33.63887, -117.82958], [33.63871, -117.8292], [33.63891, -117.8296], [33.64429, -117.82935], [33.6426, -117.83854], [33.64419, -117.82937], [33.64265, -117.83881]]","[[33.6414965099227, -117.83295297681639], [33.638462033538104, -117.83433906232224], [33.64166242904631, -117.83516625615961]]","[16, 8, 6]","[22.517394346170548, 381.1242674865436, 220.96447692115677]",0.05726933479309082,25.560895681381226
5,400,"[33.64025067958688, -117.83443429448087]","[33.63743853288572, -117.8348126664144]",313.88078706454456,"[[33.6393, -117.83033], [33.6426, -117.83848], [33.6392, -117.83065], [33.63955, -117.83089], [33.63859, -117.82959], [33.6387, -117.82926], [33.63929, -117.83037], [33.64287, -117.83948], [33.64628, -117.83513], [33.64251, -117.83838], [33.63933, -117.83097], [33.63913, -117.83065], [33.63456, -117.83771], [33.56461, -117.8299], [33.64417, -117.82936], [33.64267, -117.83881], [33.63915, -117.83065], [33.63945, -117.83074], [33.64609, -117.83514], [33.64283, -117.83962], [33.63964, -117.83137], [33.64191, -117.83745], [33.63927, -117.83029], [33.64271, -117.83835], [33.63898, -117.82979], [33.63884, -117.82951], [33.63923, -117.83084], [33.63962, -117.83123], [33.6391, -117.83058], [33.63939, -117.83064], [33.63963, -117.83118], [33.63958, -117.83097], [33.63843, -117.82927], [33.63895, -117.82973], [33.64407, -117.83544], [33.64211, -117.83602], [33.62832, -117.80591], [33.64278, -117.83977], [33.63873, -117.82929], [33.63887, -117.82958], [33.63968, -117.83132], [33.64213, -117.83735], [33.6394, -117.83118], [33.64239, -117.83708], [33.63934, -117.831], [33.63955, -117.83097], [33.64422, -117.82938], [33.64192, -117.83734], [33.63967, -117.83127], [33.6396, -117.83111], [33.63919, -117.83063], [33.63938, -117.83057], [33.63965, -117.83125], [33.63954, -117.83097], [33.63939, -117.83108], [33.63963, -117.83123], [33.63927, -117.83036], [33.64292, -117.83934], [33.63959, -117.83123], [33.64294, -117.83944], [33.63386, -117.83538], [33.63464, -117.83772], [33.6391, -117.83055], [33.63939, -117.83063], [33.63859, -117.82961], [33.63895, -117.82969]]","[[33.64058034873891, -117.82880904331317], [33.6373841763718, -117.83121282338004], [33.640982516555695, -117.82961506194133]]","[6, 6, 4]","[657.0095759673986, 334.0315079021687, 622.1190049283875]",0.017120838165283203,15.374501466751099
6,400,"[33.64025067958688, -117.83443429448087]","[33.6383438378023, -117.83379593854424]",219.63412649760573,"[[33.63841, -117.82926], [33.63877, -117.82944], [33.6442, -117.82933], [33.64289, -117.83926], [33.64032, -117.83011], [33.64302, -117.83917], [33.63887, -117.82951], [33.63875, -117.82934], [33.63876, -117.82924], [33.6385, -117.8289], [33.64049, -117.83004], [33.64265, -117.83867], [33.64417, -117.82936], [33.64267, -117.83881], [33.64126, -117.82997], [33.64288, -117.83927], [33.64101, -117.83001], [33.64271, -117.83899], [33.63386, -117.83538], [33.63464, -117.83772], [33.63848, -117.82948], [33.63861, -117.8291], [33.64617, -117.83514], [33.64642, -117.83535], [33.63861, -117.82908], [33.63854, -117.82896], [33.64418, -117.82937], [33.64272, -117.83903], [33.6441, -117.82936], [33.64292, -117.83945], [33.63838, -117.82926], [33.6387, -117.82926], [33.64027, -117.83005], [33.64079, -117.82998], [33.64628, -117.83513], [33.64251, -117.83838], [33.63853, -117.82948], [33.63856, -117.829], [33.63838, -117.82919], [33.63881, -117.82948], [33.63833, -117.82921], [33.63847, -117.8289], [33.63846, -117.82946], [33.63859, -117.82904], [33.64051, -117.83003], [33.64213, -117.83735], [33.67733, -117.85939], [33.64292, -117.83946], [33.64421, -117.82937], [33.6412, -117.83725], [33.64407, -117.83544], [33.64211, -117.83602], [33.64401, -117.82934], [33.6426, -117.83859], [33.63842, -117.82933], [33.63834, -117.82929], [33.6404, -117.83004], [33.64294, -117.83933], [33.64147, -117.82992], [33.64268, -117.83885], [33.63849, -117.82944], [33.63878, -117.82944], [33.64045, -117.83008], [33.6423, -117.83737], [33.63494, -117.83543], [33.63551, -117.83681], [33.64039, -117.83007], [33.64294, -117.83944], [33.64028, -117.83008], [33.64291, -117.8393], [33.63846, -117.8294], [33.63854, -117.82901], [33.6406, -117.83003], [33.64225, -117.83738], [33.63873, -117.82927], [33.63857, -117.82904]]","[[33.63841632223401, -117.83377122316377], [33.64086568596776, -117.82566929430843], [33.640951673683716, -117.83946465425876]]","[10, 7, 5]","[8.360263138625871, 804.1491952909702, 600.2007658616856]",0.0482480525970459,23.710726022720337
7,400,"[33.64025067958688, -117.83443429448087]","[33.64076788292239, -117.83613793115416]",168.13885548663202,"[[33.63833, -117.82921], [33.63847, -117.8289], [33.63941, -117.83061], [33.63939, -117.83066], [33.64494, -117.83526], [33.64285, -117.83974], [33.6404, -117.83004], [33.64292, -117.83975], [33.64436, -117.83536], [33.64269, -117.84009], [33.63887, -117.82952], [33.63885, -117.82953], [33.64628, -117.83513], [33.64288, -117.83964], [33.64045, -117.83008], [33.64288, -117.83977], [33.64715, -117.83519], [33.6285, -117.8061], [33.64426, -117.82937], [33.6428, -117.83986], [33.63842, -117.82933], [33.63834, -117.82929], [33.67733, -117.85939], [33.64286, -117.83972], [33.63953, -117.83151], [33.63962, -117.83128], [33.63843, -117.82927], [33.63895, -117.82973], [33.63915, -117.83065], [33.63945, -117.83074], [33.63965, -117.83114], [33.64286, -117.83965], [33.64397, -117.82941], [33.64286, -117.8397], [33.63859, -117.82961], [33.63895, -117.82969], [33.64418, -117.82937], [33.64287, -117.83981], [33.64388, -117.8294], [33.64287, -117.83986], [33.63846, -117.8294], [33.63854, -117.82901], [33.63861, -117.82908], [33.63854, -117.82896], [33.63882, -117.83004], [33.639, -117.82979], [33.63934, -117.83049], [33.64286, -117.83965], [33.63871, -117.8292], [33.63891, -117.8296], [33.64039, -117.83007], [33.64291, -117.83979], [33.6442, -117.82933], [33.64284, -117.83976], [33.64421, -117.82937], [33.64288, -117.83981], [33.63846, -117.82941], [33.63884, -117.82951]]","[[33.64650392991308, -117.83943214824723], [33.63141872832668, -117.83619497565489], [33.65453038262439, -117.85001005722198]]","[5, 5, 4]","[705.8091358568304, 1036.9827504648533, 1996.5234122852632]",0.02575063705444336,13.024087905883789
8,400,"[33.64025067958688, -117.83443429448087]","[33.642717527550474, -117.83604218729437]",311.6318550636332,"[[33.63977, -117.83162], [33.64332, -117.84033], [33.63951, -117.83084], [33.64332, -117.84036], [33.63898, -117.82979], [33.63884, -117.82951], [33.63935, -117.83123], [33.63955, -117.83103], [33.63924, -117.8308], [33.63809, -117.83436], [33.64027, -117.83005], [33.64079, -117.82998], [33.64426, -117.82937], [33.6433, -117.84036], [33.6394, -117.83118], [33.64357, -117.84061], [33.63841, -117.82926], [33.63877, -117.82944], [33.63882, -117.83004], [33.639, -117.82979], [33.63927, -117.83036], [33.64342, -117.84033], [33.64396, -117.82938], [33.64328, -117.84036], [33.63947, -117.83077], [33.6394, -117.83065], [33.63956, -117.83091], [33.6394, -117.83064], [33.67638, -117.86301], [33.64346, -117.84052], [33.63939, -117.83108], [33.63963, -117.83123], [33.63971, -117.83141], [33.64343, -117.84043], [33.63841, -117.82933], [33.63895, -117.8297], [33.64725, -117.83517], [33.64263, -117.84054], [33.63846, -117.82946], [33.63859, -117.82904], [33.63955, -117.83284], [33.64341, -117.84043], [33.64045, -117.83008], [33.64357, -117.84064], [33.63853, -117.82948], [33.63856, -117.829], [33.63873, -117.82929], [33.63887, -117.82958], [33.64051, -117.83003], [33.64334, -117.84031], [33.63915, -117.83065], [33.63945, -117.83074], [33.64388, -117.8294], [33.64352, -117.84062], [33.63843, -117.82927], [33.63895, -117.82973], [33.63953, -117.83151], [33.63962, -117.83128], [33.63838, -117.82919], [33.63881, -117.82948], [33.6406, -117.83003], [33.64351, -117.84061], [33.63833, -117.82921], [33.63847, -117.8289], [33.64427, -117.82937], [33.64337, -117.84035], [33.6391, -117.83051], [33.6394, -117.83065], [33.64429, -117.82935], [33.64333, -117.84035], [33.63876, -117.82924], [33.6385, -117.8289], [33.6442, -117.82933], [33.64338, -117.8404], [33.63849, -117.82944], [33.63878, -117.82944], [33.63925, -117.83074], [33.64345, -117.84048], [33.64688, -117.83517], [33.64269, -117.84065], [33.63941, -117.83061], [33.63939, -117.83066], [33.63887, -117.82952], [33.63885, -117.82953], [33.63846, -117.8294], [33.63854, -117.82901], [33.63942, -117.83129], [33.64267, -117.84036], [33.63859, -117.82961], [33.63895, -117.82969], [33.6404, -117.83004], [33.64335, -117.84039], [33.64425, -117.82935], [33.64338, -117.84036], [33.64408, -117.82939], [33.64337, -117.84036], [33.63386, -117.83538], [33.63464, -117.83772], [33.63861, -117.82908], [33.63854, -117.82896]]","[[33.64200648910785, -117.81666333573952], [33.642123343291246, -117.8144444401819], [33.6470427752441, -117.83947762263081]]","[6, 6, 5]","[1799.5080005148302, 2004.7084998144564, 575.948898394739]",0.05637621879577637,43.0530149936676
9,400,"[33.64025067958688, -117.83443429448087]","[33.63761474663018, -117.83454261646705]",292.5394895459938,"[[33.63859, -117.82961], [33.63895, -117.82969], [33.67638, -117.86301], [33.64346, -117.84052], [33.64688, -117.83517], [33.64269, -117.84065], [33.63932, -117.83057], [33.64345, -117.84048], [33.64039, -117.83007], [33.64291, -117.83979], [33.6442, -117.82936], [33.64291, -117.8394], [33.63386, -117.83538], [33.63464, -117.83772], [33.63846, -117.82946], [33.63859, -117.82904], [33.63912, -117.83061], [33.63936, -117.83057], [33.64436, -117.83536], [33.64269, -117.84009], [33.6442, -117.82933], [33.64338, -117.8404], [33.63907, -117.83057], [33.63938, -117.83063], [33.63943, -117.83062], [33.64286, -117.83965], [33.63846, -117.82941], [33.63884, -117.82951], [33.64406, -117.82935], [33.64261, -117.83855], [33.63938, -117.83054], [33.64293, -117.83932], [33.63914, -117.83054], [33.64264, -117.83877], [33.63951, -117.83082], [33.64291, -117.83947], [33.63873, -117.82929], [33.63887, -117.82958], [33.6392, -117.83065], [33.63955, -117.83089], [33.64617, -117.83514], [33.64642, -117.83535], [33.63927, -117.83029], [33.64271, -117.83835], [33.63883, -117.83002], [33.6353, -117.83078], [33.63903, -117.83033], [33.63939, -117.83068], [33.64421, -117.82937], [33.64288, -117.83981], [33.63911, -117.83054], [33.64267, -117.84036], [33.64422, -117.82938], [33.64192, -117.83734], [33.6395, -117.83086], [33.64343, -117.84043], [33.64416, -117.82933], [33.64293, -117.83924], [33.64418, -117.82937], [33.64287, -117.83981], [33.64028, -117.83008], [33.64291, -117.8393], [33.6394, -117.83064], [33.63943, -117.8306], [33.63927, -117.83036], [33.64342, -117.84033], [33.6404, -117.83004], [33.64335, -117.84039], [33.64715, -117.83519], [33.6285, -117.8061], [33.63876, -117.82924], [33.6385, -117.8289], [33.63887, -117.82951], [33.63875, -117.82934], [33.63931, -117.83038], [33.64332, -117.84033], [33.64049, -117.83004], [33.64265, -117.83867], [33.63934, -117.83052], [33.63741, -117.83914], [33.63929, -117.83037], [33.64287, -117.83948], [33.63841, -117.82926], [33.63877, -117.82944], [33.64101, -117.83001], [33.64271, -117.83899], [33.63873, -117.82927], [33.63857, -117.82904], [33.6391, -117.83055], [33.63939, -117.83063], [33.62832, -117.80591], [33.64278, -117.83977], [33.64494, -117.83526], [33.64285, -117.83974]]","[[33.638442066106485, -117.83259083724593], [33.64697579761915, -117.8396103785301], [33.65136364566846, -117.82819045493706]]","[4, 4, 4]","[202.9997829734096, 1139.7696559525793, 1634.866445706285]",0.02437448501586914,37.197874546051025
0,600,"[33.64025067958688, -117.83443429448087]","[33.64034288254088, -117.83846803744079]",374.35959185269854,"[[33.63914, -117.83054], [33.64372, -117.84373], [33.64617, -117.83514], [33.64642, -117.83535], [33.64032, -117.83011], [33.64371, -117.84378], [33.63843, -117.82927], [33.63895, -117.82973], [33.64535, -117.83519], [33.64169, -117.84492], [33.64725, -117.83517], [33.64153, -117.84553], [33.63873, -117.82927], [33.63857, -117.82904], [33.64715, -117.83519], [33.6285, -117.8061], [33.64427, -117.82937], [33.64376, -117.84386], [33.6392, -117.83065], [33.63955, -117.83089], [33.6391, -117.83055], [33.63939, -117.83063], [33.6391, -117.83051], [33.6394, -117.83065], [33.64396, -117.82938], [33.64366, -117.84378], [33.64408, -117.82939], [33.64371, -117.84385], [33.64418, -117.82937], [33.64369, -117.84384], [33.6393, -117.83033], [33.64368, -117.84364], [33.64518, -117.83526], [33.64369, -117.84361], [33.63861, -117.82908], [33.63854, -117.82896], [33.63882, -117.83004], [33.639, -117.82979], [33.63953, -117.83086], [33.64367, -117.84379], [33.63883, -117.83005], [33.63893, -117.82967], [33.63494, -117.83543], [33.63491, -117.83753], [33.63979, -117.83161], [33.64367, -117.84367], [33.63943, -117.83062], [33.64363, -117.84363], [33.63932, -117.83057], [33.64371, -117.8438], [33.64406, -117.82935], [33.64369, -117.84379], [33.63956, -117.83091], [33.6394, -117.83064], [33.63965, -117.83125], [33.63954, -117.83097], [33.62832, -117.80591], [33.64159, -117.84542], [33.64421, -117.82937], [33.64369, -117.84373], [33.6395, -117.83086], [33.6437, -117.84365], [33.64147, -117.82992], [33.64366, -117.84358], [33.64426, -117.82937], [33.64374, -117.84392], [33.63838, -117.82926], [33.6387, -117.82926], [33.6441, -117.82936], [33.64365, -117.84373], [33.64039, -117.83007], [33.64374, -117.84387], [33.63927, -117.83029], [33.64363, -117.84362], [33.63911, -117.83056], [33.6437, -117.84384]]","[[33.64876064078516, -117.84136452680544], [33.637477718476546, -117.83147603157238], [33.638095308160075, -117.8323420514295]]","[10, 6, 6]","[971.5598418705811, 722.3375628397041, 620.6001470951162]",0.07677221298217773,21.013002634048462
