n,radius,center,randomCenter,centerShift,endpoints,EPZs,EPZsFreq,distance,preprocessingTime,normalProcessingTime
1,600,"[33.64025067958688, -117.83443429448087]","[33.63992107984966, -117.83206024369836]",223.2602724545315,"[[33.64511, -117.82927], [33.64332, -117.84033], [33.6357, -117.82798], [33.63549, -117.8276], [33.63539, -117.82792], [33.63551, -117.82759], [33.64516, -117.82932], [33.64365, -117.84373], [33.64491, -117.82932], [33.64291, -117.8394], [33.63546, -117.82798], [33.63546, -117.82757], [33.64502, -117.82928], [33.64495, -117.82926], [33.63569, -117.82797], [33.63549, -117.82759], [33.63549, -117.828], [33.63551, -117.82759], [33.6357, -117.82761], [33.63551, -117.82759], [33.64715, -117.83519], [33.6285, -117.8061], [33.63541, -117.82793], [33.63549, -117.82758], [33.64525, -117.82934], [33.64376, -117.84386], [33.64484, -117.82932], [33.64333, -117.84035], [33.63568, -117.82761], [33.6356, -117.82759], [33.6452, -117.82937], [33.64366, -117.84358], [33.63542, -117.82794], [33.63564, -117.82761], [33.63494, -117.83543], [33.63491, -117.83753], [33.63545, -117.82789], [33.63582, -117.82766], [33.63525, -117.8279], [33.6355, -117.82757], [33.64487, -117.82928], [33.64294, -117.83939], [33.67638, -117.86301], [33.64346, -117.84052], [33.64546, -117.82934], [33.64374, -117.84387], [33.64495, -117.82934], [33.64372, -117.84373], [33.62832, -117.80591], [33.64159, -117.84542], [33.6355, -117.82757], [33.63558, -117.8276], [33.64527, -117.82933], [33.64247, -117.83792], [33.63547, -117.82794], [33.63561, -117.82761], [33.63587, -117.82765], [33.63559, -117.82761], [33.6354, -117.8279], [33.63564, -117.82763], [33.64487, -117.82928], [33.64286, -117.83965], [33.64485, -117.82932], [33.6437, -117.84365], [33.63546, -117.8279], [33.63585, -117.82769], [33.64523, -117.82935], [33.6427, -117.83839], [33.63517, -117.82785], [33.63588, -117.82767], [33.64485, -117.82933], [33.64363, -117.84362], [33.64505, -117.82931], [33.64335, -117.84039], [33.64561, -117.82938], [33.64265, -117.83881], [33.64536, -117.82932], [33.64367, -117.84379], [33.64483, -117.82932], [33.64351, -117.84061], [33.64541, -117.82931], [33.64338, -117.8404], [33.64487, -117.82931], [33.64288, -117.83927], [33.63567, -117.82795], [33.63541, -117.82793], [33.67733, -117.85939], [33.64286, -117.83972], [33.64505, -117.82929], [33.6426, -117.83859], [33.64515, -117.82933], [33.64247, -117.8378], [33.64535, -117.83519], [33.64169, -117.84492], [33.64493, -117.82931], [33.64291, -117.8393], [33.63536, -117.82791], [33.63552, -117.82757], [33.64617, -117.83514], [33.64642, -117.83535], [33.6352, -117.82787], [33.63543, -117.82757]]","[[33.64080601483076, -117.82499750989015], [33.64468347051354, -117.83891032606255], [33.63657440464722, -117.81470776597718]]","[10, 10, 8]","[662.5369575367217, 826.3541150943863, 1652.1094709631443]",0.0898127555847168,88.26270389556885
2,600,"[33.64025067958688, -117.83443429448087]","[33.642780478041686, -117.8363217459772]",330.7473928640489,"[[33.63941, -117.83061], [33.63939, -117.83066], [33.63932, -117.83057], [33.64371, -117.8438], [33.63859, -117.82961], [33.63895, -117.82969], [33.63841, -117.82926], [33.63877, -117.82944], [33.64045, -117.83008], [33.64354, -117.84317], [33.6393, -117.83033], [33.64368, -117.84364], [33.63833, -117.82921], [33.63847, -117.8289], [33.64101, -117.83001], [33.64359, -117.84283], [33.63876, -117.82924], [33.6385, -117.8289], [33.63547, -117.82794], [33.63561, -117.82761], [33.64491, -117.82932], [33.64357, -117.84339], [33.63567, -117.82795], [33.63541, -117.82793], [33.63587, -117.82765], [33.63559, -117.82761], [33.67733, -117.85939], [33.64349, -117.84287], [33.63546, -117.8279], [33.63585, -117.82769], [33.64049, -117.83004], [33.64353, -117.84295], [33.6357, -117.82798], [33.63549, -117.8276], [33.63545, -117.82789], [33.63582, -117.82766], [33.63549, -117.828], [33.63551, -117.82759], [33.64511, -117.82927], [33.64353, -117.84302], [33.63386, -117.83538], [33.63464, -117.83772], [33.63887, -117.82952], [33.63885, -117.82953], [33.64842, -117.83521], [33.64369, -117.84361], [33.63911, -117.83054], [33.64208, -117.84298], [33.63525, -117.8279], [33.6355, -117.82757], [33.6355, -117.82757], [33.63558, -117.8276], [33.64408, -117.82939], [33.64371, -117.84385], [33.63873, -117.82927], [33.63857, -117.82904], [33.64051, -117.83003], [33.64352, -117.8429], [33.63944, -117.83122], [33.63956, -117.83107], [33.6394, -117.83118], [33.64351, -117.8431], [33.6357, -117.82761], [33.63551, -117.82759], [33.64418, -117.82937], [33.64369, -117.84384], [33.64502, -117.82928], [33.64495, -117.82926], [33.63943, -117.83062], [33.64363, -117.84363], [33.63947, -117.83077], [33.6394, -117.83065], [33.64487, -117.82931], [33.64351, -117.84312], [33.63542, -117.82794], [33.63564, -117.82761], [33.64523, -117.82935], [33.6436, -117.84287], [33.63951, -117.83088], [33.64352, -117.84306], [33.64867, -117.8352], [33.64348, -117.84283], [33.64495, -117.82934], [33.64372, -117.84373], [33.64487, -117.82928], [33.64353, -117.84294], [33.63883, -117.83002], [33.6353, -117.83078], [33.64417, -117.82936], [33.6435, -117.84285], [33.63569, -117.82797], [33.63549, -117.82759], [33.63924, -117.8308], [33.63735, -117.83511], [33.63941, -117.83064], [33.63954, -117.83097], [33.64485, -117.82933], [33.64363, -117.84362], [33.6391, -117.83051], [33.6394, -117.83065], [33.63494, -117.83543], [33.63491, -117.83753]]","[[33.64457527728639, -117.83146075564036], [33.64178354846254, -117.82122217407638], [33.641913835518054, -117.81892355067419]]","[9, 6, 6]","[492.9337382832909, 1405.148373606791, 1616.8933164718837]",0.12149477005004883,151.89043283462524
3,600,"[33.64025067958688, -117.83443429448087]","[33.63738359453527, -117.83717573230143]",407.20159644563745,"[[33.63882, -117.83004], [33.639, -117.82979], [33.64388, -117.8294], [33.64352, -117.84062], [33.63947, -117.83077], [33.6394, -117.83065], [33.64527, -117.82933], [33.64269, -117.83903], [33.63938, -117.83054], [33.64293, -117.83932], [33.63539, -117.82792], [33.63551, -117.82759], [33.63913, -117.83058], [33.64351, -117.8431], [33.63223, -117.84023], [33.56461, -117.8299], [33.64049, -117.83004], [33.64353, -117.84295], [33.6392, -117.83065], [33.63955, -117.83089], [33.63951, -117.83088], [33.64352, -117.84306], [33.64725, -117.83517], [33.64153, -117.84553], [33.63873, -117.82927], [33.63857, -117.82904], [33.64511, -117.82927], [33.64353, -117.84302], [33.64487, -117.82928], [33.64294, -117.83939], [33.63911, -117.83056], [33.6437, -117.84384], [33.63951, -117.83082], [33.64291, -117.83947], [33.63876, -117.82924], [33.6385, -117.8289], [33.67638, -117.86301], [33.64346, -117.84052], [33.63841, -117.82926], [33.63877, -117.82944], [33.64715, -117.83519], [33.6285, -117.8061], [33.64426, -117.82937], [33.64374, -117.84392], [33.6394, -117.83064], [33.63943, -117.8306], [33.63927, -117.83036], [33.64342, -117.84033], [33.63234, -117.83995], [33.63237, -117.83986], [33.6355, -117.82757], [33.63558, -117.8276], [33.64045, -117.83008], [33.64354, -117.84317], [33.62832, -117.80591], [33.64159, -117.84542], [33.64487, -117.82928], [33.64353, -117.84294], [33.63545, -117.82789], [33.63582, -117.82766], [33.64688, -117.83517], [33.64269, -117.84065], [33.64418, -117.82937], [33.64369, -117.84384], [33.63541, -117.82793], [33.63549, -117.82758], [33.64546, -117.82934], [33.64374, -117.84387], [33.6452, -117.82937], [33.64366, -117.84358], [33.63853, -117.82948], [33.63856, -117.829], [33.64485, -117.82932], [33.6437, -117.84365], [33.64536, -117.82932], [33.64367, -117.84379]]","[[33.645326669720184, -117.84275716280318], [33.643461003061496, -117.81863289726012], [33.6417647132933, -117.84250036748281]]","[6, 5, 5]","[1021.9088619110616, 1847.6148570738035, 692.9306139793586]",0.0480046272277832,60.21677613258362
4,600,"[33.64025067958688, -117.83443429448087]","[33.642580039359224, -117.83655689084684]",324.84965488554025,"[[33.64484, -117.82932], [33.6435, -117.84294], [33.63884, -117.82995], [33.6357, -117.83861], [33.63871, -117.8292], [33.63891, -117.8296], [33.63542, -117.82794], [33.63564, -117.82761], [33.64418, -117.82937], [33.64369, -117.84384], [33.64795, -117.83525], [33.6285, -117.8061], [33.64417, -117.82936], [33.64354, -117.84326], [33.63956, -117.83091], [33.6394, -117.83064], [33.64406, -117.82935], [33.64369, -117.84379], [33.64487, -117.82928], [33.64354, -117.84324], [33.64867, -117.8352], [33.6435, -117.84314], [33.63934, -117.83052], [33.63741, -117.83914], [33.64825, -117.83525], [33.64799, -117.83548], [33.63943, -117.83062], [33.64363, -117.84363], [33.63951, -117.83084], [33.6435, -117.84301], [33.6392, -117.83065], [33.63955, -117.83089], [33.63546, -117.82798], [33.63546, -117.82757], [33.64527, -117.82933], [33.64351, -117.84321], [33.64487, -117.82931], [33.64351, -117.84312], [33.63929, -117.83037], [33.64351, -117.84305], [33.64541, -117.82931], [33.64354, -117.84309], [33.63951, -117.83082], [33.64349, -117.84299], [33.64842, -117.83521], [33.64369, -117.84361], [33.63859, -117.82961], [33.63895, -117.82969], [33.6394, -117.83064], [33.63943, -117.8306], [33.6357, -117.82761], [33.63551, -117.82759], [33.6354, -117.8279], [33.63564, -117.82763], [33.63941, -117.83061], [33.63939, -117.83066], [33.64416, -117.82933], [33.64352, -117.84293], [33.64388, -117.8294], [33.64352, -117.84324], [33.63932, -117.83057], [33.64371, -117.8438], [33.63898, -117.82979], [33.63884, -117.82951], [33.64397, -117.82941], [33.64349, -117.84314], [33.6391, -117.83051], [33.6394, -117.83065], [33.63494, -117.83543], [33.63491, -117.83753], [33.63939, -117.83108], [33.63943, -117.83072], [33.6452, -117.82937], [33.64366, -117.84358], [33.64561, -117.82938], [33.64352, -117.84312], [33.63545, -117.82789], [33.63582, -117.82766], [33.6352, -117.82787], [33.63543, -117.82757], [33.64798, -117.83521], [33.64169, -117.84492], [33.63882, -117.83004], [33.639, -117.82979], [33.63223, -117.84023], [33.56461, -117.8299], [33.64101, -117.83001], [33.6436, -117.84311], [33.63938, -117.83054], [33.64351, -117.84301], [33.64523, -117.82935], [33.64365, -117.84341]]","[[33.641628960600485, -117.81674786914603], [33.644617409000425, -117.83365183191839], [33.63657440464722, -117.81470776597718]]","[7, 6, 5]","[1840.7166522983143, 351.7032581045197, 2133.6572810598177]",0.08893108367919922,70.47751903533936
5,600,"[33.64025067958688, -117.83443429448087]","[33.64146044904666, -117.82994670852796]",437.4110188077363,"[[33.6475, -117.82986], [33.64354, -117.84317], [33.64736, -117.82982], [33.64349, -117.84314], [33.63608, -117.82799], [33.63557, -117.82761], [33.64707, -117.82976], [33.6437, -117.84365], [33.64696, -117.82968], [33.64371, -117.84385], [33.64712, -117.82982], [33.64365, -117.84341], [33.6473, -117.82984], [33.64338, -117.84036], [33.64703, -117.82974], [33.64365, -117.84373], [33.63542, -117.82794], [33.63564, -117.82761], [33.63624, -117.82807], [33.63549, -117.8276], [33.63545, -117.82789], [33.63582, -117.82766], [33.64695, -117.82967], [33.64351, -117.84312], [33.63547, -117.82794], [33.63561, -117.82761], [33.64693, -117.82971], [33.64352, -117.84293], [33.64757, -117.8299], [33.64352, -117.8429], [33.6471, -117.82973], [33.64335, -117.84039], [33.64695, -117.82969], [33.6436, -117.84311], [33.63621, -117.82804], [33.63557, -117.82757], [33.64688, -117.83517], [33.64269, -117.84065], [33.63625, -117.82804], [33.63555, -117.8276], [33.64697, -117.82969], [33.64351, -117.84321], [33.647, -117.82971], [33.64363, -117.84363], [33.64755, -117.82989], [33.6435, -117.84294], [33.63597, -117.82798], [33.63555, -117.8276], [33.64702, -117.82937], [33.64709, -117.82963], [33.64701, -117.8297], [33.64351, -117.8431], [33.64733, -117.8298], [33.64349, -117.84299], [33.64697, -117.82968], [33.64366, -117.84358], [33.64705, -117.82975], [33.64371, -117.84378], [33.63234, -117.83995], [33.63237, -117.83986], [33.67733, -117.85939], [33.64349, -117.84287], [33.6355, -117.82757], [33.63558, -117.8276], [33.63536, -117.82791], [33.63552, -117.82757], [33.63542, -117.82783], [33.6357, -117.83861], [33.6352, -117.82787], [33.63543, -117.82757], [33.63556, -117.8276], [33.63552, -117.82759], [33.6361, -117.82799], [33.63559, -117.82761], [33.63587, -117.82765], [33.63559, -117.82761], [33.64708, -117.82974], [33.64351, -117.84305], [33.62832, -117.80591], [33.64159, -117.84542], [33.64699, -117.82971], [33.64374, -117.84392], [33.63604, -117.82805], [33.6437, -117.84384], [33.64734, -117.82979], [33.64352, -117.84306], [33.64867, -117.8352], [33.6435, -117.84314], [33.63494, -117.83543], [33.63491, -117.83753], [33.64721, -117.8295], [33.64371, -117.8438], [33.64695, -117.82968], [33.64367, -117.84379]]","[[33.64489005267725, -117.84151134712768], [33.6416524027697, -117.82837121682012], [33.636275680761024, -117.81467588747203]]","[6, 4, 4]","[1138.2859742803516, 147.70250623463042, 1529.0007164565623]",0.14679980278015137,91.875253200531
6,600,"[33.64025067958688, -117.83443429448087]","[33.6376421881887, -117.83846490563933]",472.7952844250782,"[[33.64702, -117.82937], [33.64709, -117.82963], [33.63625, -117.82804], [33.63555, -117.8276], [33.67638, -117.86301], [33.64346, -117.84052], [33.64795, -117.83525], [33.6285, -117.8061], [33.63608, -117.82799], [33.63557, -117.82761], [33.64525, -117.82934], [33.64376, -117.84386], [33.64825, -117.83525], [33.64799, -117.83548], [33.64721, -117.8295], [33.64371, -117.8438], [33.64712, -117.82982], [33.64365, -117.84341], [33.64699, -117.82971], [33.64374, -117.84392], [33.64695, -117.82967], [33.64351, -117.84312], [33.6473, -117.82984], [33.64338, -117.84036], [33.63549, -117.828], [33.63551, -117.82759], [33.64867, -117.8352], [33.6435, -117.84314], [33.63924, -117.8308], [33.63719, -117.83189], [33.64696, -117.82968], [33.64371, -117.84385], [33.63941, -117.83064], [33.63954, -117.83097], [33.63873, -117.82927], [33.63857, -117.82904], [33.64725, -117.83517], [33.64153, -117.84553], [33.63569, -117.82797], [33.63549, -117.82759], [33.63871, -117.8292], [33.63891, -117.8296], [33.64755, -117.82989], [33.6435, -117.84294], [33.64396, -117.82938], [33.64366, -117.84378], [33.64495, -117.82934], [33.64372, -117.84373], [33.64705, -117.82975], [33.64371, -117.84378], [33.6354, -117.8279], [33.63564, -117.82763], [33.63234, -117.83995], [33.63223, -117.84021], [33.64703, -117.82974], [33.64365, -117.84373], [33.63546, -117.8279], [33.63585, -117.82769], [33.6394, -117.83064], [33.63943, -117.8306], [33.63911, -117.83054], [33.64208, -117.84298], [33.6471, -117.82973], [33.64335, -117.84039], [33.64487, -117.82928], [33.64354, -117.84324], [33.6361, -117.82799], [33.63559, -117.82761], [33.63546, -117.82798], [33.63546, -117.82757], [33.63568, -117.82761], [33.6356, -117.82759], [33.64418, -117.82937], [33.64369, -117.84384], [33.64693, -117.82971], [33.64352, -117.84293], [33.64757, -117.8299], [33.64352, -117.8429], [33.63597, -117.82798], [33.63555, -117.8276], [33.63876, -117.82924], [33.6385, -117.8289], [33.67733, -117.85939], [33.64349, -117.84287], [33.6357, -117.82798], [33.63549, -117.8276], [33.63882, -117.83004], [33.639, -117.82979], [33.63956, -117.83091], [33.6394, -117.83064], [33.6475, -117.82986], [33.64354, -117.84317], [33.64798, -117.83521], [33.64169, -117.84492], [33.64049, -117.83004], [33.64353, -117.84295], [33.63979, -117.83161], [33.64367, -117.84367], [33.64421, -117.82937], [33.64369, -117.84373]]","[[33.63582194533308, -117.8301199222045], [33.636563701012186, -117.81472210001223], [33.64229576572385, -117.81226122405627]]","[10, 7, 5]","[800.1069504497648, 2206.003208270082, 2485.1787223687325]",0.038515329360961914,122.06749296188354
7,600,"[33.64025067958688, -117.83443429448087]","[33.63869887875278, -117.83288684503447]",224.13188183839065,"[[33.63509, -117.82785], [33.63539, -117.82754], [33.64708, -117.82974], [33.64351, -117.84305], [33.63556, -117.82758], [33.63554, -117.82759], [33.64757, -117.8299], [33.64352, -117.8429], [33.62832, -117.80591], [33.64159, -117.84542], [33.6475, -117.82986], [33.64354, -117.84317], [33.64487, -117.82928], [33.64354, -117.84324], [33.63522, -117.82788], [33.63554, -117.8276], [33.63499, -117.82779], [33.63512, -117.82795], [33.64795, -117.83525], [33.6285, -117.8061], [33.63516, -117.82788], [33.63549, -117.8276], [33.63512, -117.82782], [33.63507, -117.82783], [33.64493, -117.82931], [33.64291, -117.8393], [33.64693, -117.82971], [33.64352, -117.84293], [33.63525, -117.8279], [33.6355, -117.82757], [33.6473, -117.82984], [33.64338, -117.84036], [33.64436, -117.83536], [33.64269, -117.84009], [33.64712, -117.82982], [33.64365, -117.84341], [33.63545, -117.82755], [33.63529, -117.82748], [33.64332, -117.82946], [33.63679, -117.83931], [33.63223, -117.84023], [33.56461, -117.8299], [33.64324, -117.82928], [33.64374, -117.82904], [33.64825, -117.83525], [33.64799, -117.83548], [33.64406, -117.82935], [33.64369, -117.84379], [33.63508, -117.82785], [33.6437, -117.84384], [33.64418, -117.82937], [33.64369, -117.84384], [33.63517, -117.82785], [33.63533, -117.82751], [33.64695, -117.82967], [33.64351, -117.84312], [33.67733, -117.85939], [33.64349, -117.84287], [33.63513, -117.82783], [33.63555, -117.8276], [33.63538, -117.82753], [33.63556, -117.82759], [33.63521, -117.8279], [33.63543, -117.82754], [33.64733, -117.8298], [33.64349, -117.84299]]","[[33.63959463721239, -117.81329401889472], [33.638722163996846, -117.83283715137185], [33.654366987487066, -117.84593018231553]]","[7, 6, 6]","[1820.4102725960402, 5.284417402757943, 2117.5787294353827]",0.06946039199829102,45.51711630821228
8,600,"[33.64025067958688, -117.83443429448087]","[33.63716987822897, -117.83664447785821]",398.5098962464857,"[[33.63841, -117.82926], [33.63877, -117.82944], [33.64755, -117.82989], [33.6435, -117.84294], [33.64436, -117.83536], [33.64269, -117.84009], [33.64702, -117.82937], [33.64709, -117.82963], [33.64707, -117.82976], [33.6437, -117.84365], [33.64417, -117.82936], [33.64354, -117.84326], [33.63521, -117.8279], [33.63543, -117.82754], [33.63513, -117.82783], [33.63555, -117.8276], [33.64541, -117.82931], [33.64354, -117.84309], [33.64049, -117.83004], [33.64353, -117.84295], [33.63522, -117.82788], [33.63554, -117.8276], [33.63516, -117.82788], [33.63549, -117.8276], [33.63929, -117.83036], [33.6435, -117.84301], [33.63608, -117.82799], [33.63557, -117.82761], [33.63911, -117.83054], [33.64208, -117.84298], [33.6355, -117.82757], [33.63558, -117.8276], [33.63941, -117.83064], [33.6394, -117.83066], [33.63541, -117.82793], [33.63549, -117.82758], [33.64487, -117.82928], [33.64353, -117.84294], [33.63624, -117.82807], [33.63549, -117.8276], [33.64697, -117.82968], [33.64366, -117.84358], [33.63887, -117.82952], [33.63885, -117.82953], [33.64693, -117.82971], [33.64352, -117.84293], [33.63625, -117.82804], [33.63555, -117.8276], [33.6357, -117.82761], [33.63551, -117.82759], [33.63569, -117.82797], [33.63549, -117.82759], [33.63546, -117.82798], [33.63546, -117.82757], [33.64703, -117.82974], [33.64365, -117.84373], [33.64708, -117.82974], [33.64351, -117.84305], [33.63941, -117.83061], [33.63939, -117.83066], [33.64842, -117.83521], [33.64369, -117.84361], [33.63882, -117.83004], [33.639, -117.82979], [33.64561, -117.82938], [33.64352, -117.84312], [33.63542, -117.82783], [33.6338, -117.84171], [33.64721, -117.8295], [33.64371, -117.8438], [33.64418, -117.82937], [33.64369, -117.84384], [33.63512, -117.82782], [33.63507, -117.82783], [33.64406, -117.82935], [33.64369, -117.84379], [33.63936, -117.8305], [33.64367, -117.84367], [33.64695, -117.82969], [33.6436, -117.84311], [33.6475, -117.82986], [33.64354, -117.84317]]","[[33.644324445876286, -117.84100051675858], [33.64080639790381, -117.83462510901734], [33.64629558376938, -117.84017695049658]]","[4, 3, 3]","[890.5287697666257, 444.7329364423417, 1063.914881385245]",0.033286333084106445,69.93863725662231
9,600,"[33.64025067958688, -117.83443429448087]","[33.643692785440024, -117.83633050212862]",420.3622803883022,"[[33.6391, -117.83051], [33.6394, -117.83065], [33.64699, -117.82971], [33.64374, -117.84392], [33.64493, -117.82931], [33.64353, -117.84315], [33.64905, -117.83534], [33.64153, -117.84553], [33.63536, -117.82791], [33.63552, -117.82757], [33.64953, -117.83539], [33.64222, -117.84272], [33.63508, -117.82785], [33.6437, -117.84384], [33.63936, -117.8305], [33.64367, -117.84367], [33.64712, -117.82982], [33.64365, -117.84341], [33.63521, -117.8279], [33.63543, -117.82754], [33.64388, -117.8294], [33.64352, -117.84324], [33.64973, -117.83536], [33.64369, -117.84361], [33.63509, -117.82785], [33.63539, -117.82754], [33.64483, -117.82932], [33.6435, -117.84284], [33.63522, -117.82788], [33.63554, -117.8276], [33.64487, -117.82928], [33.64353, -117.84294], [33.63927, -117.83036], [33.64354, -117.84311], [33.64695, -117.82967], [33.64351, -117.84312], [33.63556, -117.82758], [33.63554, -117.82759], [33.63924, -117.8308], [33.63719, -117.83189], [33.63546, -117.82798], [33.63546, -117.82757], [33.6357, -117.82761], [33.63551, -117.82759], [33.64491, -117.82932], [33.64357, -117.84339], [33.63587, -117.82765], [33.63559, -117.82761], [33.64049, -117.83004], [33.64353, -117.84295], [33.64417, -117.82936], [33.64354, -117.84326], [33.64487, -117.82928], [33.64354, -117.84324], [33.63569, -117.82797], [33.63549, -117.82759], [33.6352, -117.82787], [33.63543, -117.82757], [33.67733, -117.85939], [33.64349, -117.84287], [33.6354, -117.8279], [33.63564, -117.82763], [33.6355, -117.82757], [33.63558, -117.8276], [33.63525, -117.8279], [33.6355, -117.82757], [33.64956, -117.83537], [33.64954, -117.83946], [33.63512, -117.82782], [33.63507, -117.82783], [33.6473, -117.82984], [33.64356, -117.84307], [33.64695, -117.82969], [33.6436, -117.84311], [33.64505, -117.82929], [33.64351, -117.84303], [33.64757, -117.8299], [33.64352, -117.8429], [33.63545, -117.82789], [33.63582, -117.82766], [33.64406, -117.82935], [33.64369, -117.84379]]","[[33.647785577178674, -117.82775946490868], [33.645363038278674, -117.83358559536558], [33.64722693105817, -117.84276828895659]]","[5, 4, 4]","[915.5701486233078, 314.899139407919, 714.3683834346306]",0.07308006286621094,70.77789115905762
0,800,"[33.64025067958688, -117.83443429448087]","[33.64117839651524, -117.83058047513639]",372.03912165559177,"[[33.64874, -117.83025], [33.64351, -117.84303], [33.64843, -117.83019], [33.64365, -117.84341], [33.63439, -117.8275], [33.63448, -117.82703], [33.63446, -117.82742], [33.63456, -117.82707], [33.64851, -117.8302], [33.64365, -117.84373], [33.64871, -117.83023], [33.64351, -117.84301], [33.64873, -117.83028], [33.6435, -117.84294], [33.64846, -117.83018], [33.64366, -117.84358], [33.63444, -117.82736], [33.63449, -117.82691], [33.63445, -117.82746], [33.63441, -117.82686], [33.63445, -117.82691], [33.63441, -117.82686], [33.64829, -117.82791], [33.64846, -117.83011], [33.64853, -117.83019], [33.64335, -117.84039], [33.64875, -117.83027], [33.64368, -117.84364], [33.64859, -117.83021], [33.6435, -117.84301], [33.64857, -117.83022], [33.64369, -117.84373], [33.649, -117.83034], [33.64356, -117.84307], [33.64891, -117.83032], [33.64351, -117.8431], [33.64861, -117.83019], [33.64363, -117.84362], [33.64853, -117.82993], [33.64371, -117.8438], [33.6486, -117.83018], [33.64367, -117.84379], [33.64865, -117.83025], [33.64366, -117.84378], [33.64845, -117.83019], [33.64363, -117.84363], [33.64953, -117.83539], [33.64222, -117.84272], [33.64874, -117.83026], [33.64357, -117.84339], [33.64842, -117.83018], [33.6436, -117.84311], [33.6485, -117.83018], [33.64354, -117.84317], [33.63433, -117.82726], [33.6345, -117.82691], [33.64873, -117.83026], [33.64352, -117.84312], [33.63416, -117.82711], [33.63447, -117.82688], [33.64906, -117.83034], [33.64352, -117.84306], [33.64842, -117.83016], [33.64349, -117.84314], [33.63445, -117.82693], [33.63456, -117.82705], [33.6486, -117.83019], [33.64354, -117.84309], [33.64868, -117.83024], [33.64354, -117.84311], [33.64807, -117.8278], [33.63449, -117.82696], [33.64795, -117.83525], [33.6285, -117.8061]]","[[33.64121201253311, -117.8304709460141], [33.63966924908025, -117.81313035338621], [33.64718578410738, -117.84265034501813]]","[13, 5, 4]","[10.823653666269431, 1627.517449424478, 1302.9598276182335]",0.1177225112915039,44.306249141693115
1,800,"[33.64025067958688, -117.83443429448087]","[33.637073354852255, -117.8348924694342]",354.9699882186096,"[[33.64845, -117.83019], [33.64363, -117.84363], [33.63406, -117.82703], [33.63444, -117.82685], [33.62832, -117.80591], [33.64159, -117.84542], [33.64807, -117.8278], [33.63443, -117.82686], [33.6486, -117.83019], [33.64354, -117.84309], [33.6344, -117.82688], [33.63441, -117.82686], [33.64857, -117.83022], [33.64369, -117.84373], [33.64324, -117.82928], [33.64374, -117.82904], [33.63405, -117.82689], [33.63441, -117.82685], [33.63406, -117.82696], [33.6344, -117.82684], [33.64829, -117.82791], [33.64846, -117.83011], [33.64515, -117.82933], [33.6431, -117.84009], [33.63413, -117.82701], [33.63443, -117.82685], [33.64843, -117.83019], [33.64365, -117.84341], [33.63406, -117.82694], [33.63445, -117.82677], [33.64487, -117.82928], [33.64353, -117.84294], [33.64483, -117.82932], [33.6435, -117.84284], [33.64705, -117.82975], [33.64371, -117.84378], [33.63405, -117.82692], [33.63442, -117.82686], [33.63405, -117.82691], [33.63439, -117.82686], [33.649, -117.83034], [33.64356, -117.84307], [33.63407, -117.82702], [33.63508, -117.82642], [33.64905, -117.83534], [33.64153, -117.84553], [33.63402, -117.82695], [33.6344, -117.82682], [33.64406, -117.82935], [33.64369, -117.84379], [33.64418, -117.82937], [33.64369, -117.84384], [33.64973, -117.83536], [33.64369, -117.84361], [33.63415, -117.82696], [33.63461, -117.84317], [33.64693, -117.82971], [33.64352, -117.84293]]","[[33.636898598424125, -117.83495202968321], [33.635572932328806, -117.83093911903936], [33.63628242624947, -117.8329260752682]]","[13, 10, 6]","[20.15551150799354, 402.76829676899337, 202.43109855333748]",0.0662238597869873,38.864867210388184
2,800,"[33.64025067958688, -117.83443429448087]","[33.63674870653799, -117.83823805975304]",524.7914061821506,"[[33.63406, -117.82703], [33.63444, -117.82685], [33.64757, -117.8299], [33.64352, -117.8429], [33.63556, -117.82758], [33.63554, -117.82759], [33.64873, -117.83028], [33.6435, -117.84294], [33.64525, -117.82934], [33.64376, -117.84386], [33.64487, -117.82928], [33.64353, -117.84294], [33.64857, -117.83022], [33.64369, -117.84373], [33.64906, -117.83034], [33.64352, -117.84306], [33.64829, -117.82791], [33.64846, -117.83011], [33.64417, -117.82936], [33.64354, -117.84326], [33.64696, -117.82968], [33.64371, -117.84385], [33.64324, -117.82928], [33.64374, -117.82904], [33.64406, -117.82935], [33.64369, -117.84379], [33.63522, -117.82788], [33.63554, -117.8276], [33.64807, -117.8278], [33.63443, -117.82686], [33.64436, -117.83536], [33.64154, -117.84515], [33.63545, -117.82755], [33.63529, -117.82748], [33.63445, -117.82746], [33.63441, -117.82686], [33.63625, -117.82804], [33.63555, -117.8276], [33.63512, -117.82782], [33.63507, -117.82783], [33.64873, -117.83026], [33.64352, -117.84312], [33.67733, -117.85939], [33.64349, -117.84287], [33.6485, -117.83018], [33.64354, -117.84317], [33.64795, -117.83525], [33.6285, -117.8061], [33.64846, -117.83018], [33.64366, -117.84358], [33.63433, -117.82726], [33.6345, -117.82691], [33.63863, -117.82971], [33.63885, -117.82956], [33.63541, -117.82793], [33.63549, -117.82758], [33.63446, -117.82742], [33.63456, -117.82707]]","[[33.63672508172746, -117.82351706093775], [33.645326669720184, -117.84275716280318], [33.64069386504982, -117.82122333939233]]","[10, 5, 5]","[1365.7605992706283, 1039.7066425316013, 1638.052754095953]",0.031140804290771484,44.28666377067566
